,round,algorithm,QoS,runtime,n_requests,req_id,req_service,req_acc,req_delay,served_acc,served_delay
0,0,Optimal,74.6545540940475,0.5582468509674072,100,0,49,0.6519092457951579,0.5905818250568191,0.6317587721679454,0.3431471991950775
1,0,Optimal,74.6545540940475,0.5582468509674072,100,3,5,0.7311207038868649,0.9302773176108186,0.8612504760351877,0.5419550737886901
2,0,Optimal,74.6545540940475,0.5582468509674072,100,7,51,0.7164986996264926,4.251280905767262,0.6333256682848857,0.37187047515012905
3,0,Optimal,74.6545540940475,0.5582468509674072,100,8,38,0.6439500088167354,0.7235307683061121,0.6268168071138573,0.4341317277219485
4,0,Optimal,74.6545540940475,0.5582468509674072,100,9,61,0.9492740188751985,0.28409587260488983,0.8060993848148724,0.3646255060728745
5,0,Optimal,74.6545540940475,0.5582468509674072,100,10,45,0.3710003155627256,0.17603388771983375,0.6044608886497654,0.27329178502992396
6,0,Optimal,74.6545540940475,0.5582468509674072,100,11,74,0.5035439417207342,0.18139251478092475,0.60144108008529,0.2841703096524742
7,0,Optimal,74.6545540940475,0.5582468509674072,100,12,27,0.6919613528497924,0.5602797633900294,0.7510923648026305,0.3521495136276771
8,0,Optimal,74.6545540940475,0.5582468509674072,100,14,17,0.9145694029817025,0.6896791675711093,0.732801507532826,0.5878211593482368
9,0,Optimal,74.6545540940475,0.5582468509674072,100,15,36,0.7393209731955146,0.846177707503259,0.9775856662244357,0.41151985855191386
10,0,Optimal,74.6545540940475,0.5582468509674072,100,16,17,0.7497839374548962,0.8045763199437483,0.732801507532826,0.4239961864159281
11,0,Optimal,74.6545540940475,0.5582468509674072,100,18,12,0.8383666347068215,0.28083585667792627,0.8649505497701656,0.30166756274695544
12,0,Optimal,74.6545540940475,0.5582468509674072,100,20,32,0.2792898407756875,0.4270203381523444,0.7159948972346823,0.2769221198112576
13,0,Optimal,74.6545540940475,0.5582468509674072,100,21,68,0.0,1.0519084173539615,0.3575061234375895,0.5149266968127622
14,0,Optimal,74.6545540940475,0.5582468509674072,100,22,90,0.8160936208006647,0.4198607593135826,0.6917044668002522,0.3011399928275478
15,0,Optimal,74.6545540940475,0.5582468509674072,100,23,77,0.734373217777724,0.37365619380124426,0.8038999096068904,0.4604896616258616
16,0,Optimal,74.6545540940475,0.5582468509674072,100,25,39,0.57773456366377,0.5342525232034369,0.6757756366216716,0.30838662597118693
17,0,Optimal,74.6545540940475,0.5582468509674072,100,26,12,0.9327081524287731,0.6439617538548591,0.8649505497701656,0.30166756274695544
18,0,Optimal,74.6545540940475,0.5582468509674072,100,27,93,0.7851401307629637,1.532311595713138,0.763373042105623,0.3057177860089394
19,0,Optimal,74.6545540940475,0.5582468509674072,100,28,9,0.8029024954803102,0.8900805257333496,0.812493850775819,0.49352389969962124
20,0,Optimal,74.6545540940475,0.5582468509674072,100,29,87,0.621906200651875,1.0899249578106718,0.7048718003482316,0.44546256287811975
21,0,Optimal,74.6545540940475,0.5582468509674072,100,30,42,0.23162695360159358,0.8224652290063452,0.6158591811955354,0.2874229126188813
22,0,Optimal,74.6545540940475,0.5582468509674072,100,32,71,0.9194928264816099,0.07941575839841258,0.8212538688335687,0.42199947760219403
23,0,Optimal,74.6545540940475,0.5582468509674072,100,33,12,0.7146961547561816,0.012039233500569763,0.8649505497701656,0.24631433096925376
24,0,Optimal,74.6545540940475,0.5582468509674072,100,34,45,0.3735783508287581,0.21781388046098746,0.6044608886497654,0.3755712270357311
25,0,Optimal,74.6545540940475,0.5582468509674072,100,35,55,0.549329520864652,0.15751724611199103,0.4934643063179458,0.5512495211413668
26,0,Optimal,74.6545540940475,0.5582468509674072,100,36,40,0.8745471830378162,0.09498787327498753,0.7009403137803517,0.3446073359207823
27,0,Optimal,74.6545540940475,0.5582468509674072,100,37,78,0.9356851218939698,0.9177820265454476,0.8069962161558629,0.2500368597953344
28,0,Optimal,74.6545540940475,0.5582468509674072,100,38,81,0.6857436211099741,3.2803867257843584,0.7118737971791183,0.5204668630177482
29,0,Optimal,74.6545540940475,0.5582468509674072,100,39,26,0.9846028469346183,1.8283547604743413,0.9058286424502742,0.47089754473031215
30,0,Optimal,74.6545540940475,0.5582468509674072,100,40,70,0.643868665411975,0.22464005510212998,0.713414405542761,0.45069282399362615
31,0,Optimal,74.6545540940475,0.5582468509674072,100,41,61,0.8007263472928443,0.6018626199915403,0.6607409971425505,0.20199844947885262
32,0,Optimal,74.6545540940475,0.5582468509674072,100,42,56,0.9307953035339582,3.8882981089607744,1.0,0.43898634538607795
33,0,Optimal,74.6545540940475,0.5582468509674072,100,45,7,0.5764880627797997,0.6886464764392396,0.702193021007382,0.3980146843379389
34,0,Optimal,74.6545540940475,0.5582468509674072,100,46,70,0.8572144060148925,0.4649759093394621,0.880481529318327,0.3063450800419461
