,Average Loss Train,C,Communication Cost,Large Test Accuracy,Large Test Loss,Round,SDS Accuracy,SDS Loss,Workers Number
0,0.4753379672642556,0.1,4.820973504168891,10.470000267028809,2.2899805713653563,0,8.0,2.2973719024658203,10.0
1,0.47120174796450287,0.1,4.343324005785464,17.149999618530273,2.2721825733184815,1,12.5,2.287555160522461,10.0
2,0.4646505837501361,0.1,3.6178850031874514,19.360000610351562,2.2525785987854006,2,14.0,2.2719261932373045,10.0
3,0.39797322094994464,0.1,3.7526088933544206,19.3799991607666,2.232223723602295,3,14.5,2.254773178100586,10.0
4,0.37572628442437156,0.1,2.2852397853137942,21.1200008392334,2.206783311843872,4,16.5,2.2367803955078127,10.0
5,0.37106585830168215,0.1,2.856955026409006,25.40999984741211,2.1780910327911376,5,18.5,2.2147562408447268,10.0
6,0.29614730780898885,0.1,3.177181378190664,38.97999954223633,2.1439395374298096,6,20.5,2.1890892791748047,10.0
7,0.30554449456061744,0.1,5.161661947003196,37.84000015258789,2.111855895233154,7,34.0,2.160056610107422,10.0
8,0.316457859200343,0.1,3.897950097672207,39.849998474121094,2.070146628189087,8,34.0,2.1327342987060547,10.0
9,0.31422756383376876,0.1,4.967128483194289,44.650001525878906,2.0275551221847534,9,36.0,2.094081802368164,10.0
10,0.31856077787980264,0.1,5.647517806393102,49.40999984741211,1.9803697551727295,10,38.5,2.0547980499267577,10.0
11,0.24841374684968137,0.1,4.0442658326168734,42.11000061035156,1.9576655654907227,11,47.5,2.0096097564697266,10.0
12,0.27934193729323675,0.1,2.333282121441959,48.93000030517578,1.914149815750122,12,36.0,1.9891444396972657,10.0
13,0.2510911594329973,0.1,4.049256487424196,53.40999984741211,1.8651633296966552,13,44.5,1.9462332153320312,10.0
14,0.25346027714683694,0.1,4.299508884342931,58.47999954223633,1.8197339443206788,14,51.0,1.902167510986328,10.0
15,0.22108297285146547,0.1,3.9415317112372232,57.02000045776367,1.7696253925323486,15,53.5,1.8623021697998048,10.0
16,0.273010957220586,0.1,3.758297769978097,60.630001068115234,1.7304243167877198,16,56.5,1.8159243774414062,10.0
17,0.2007466431146813,0.1,5.007669043306622,61.9900016784668,1.6885096298217774,17,57.0,1.7786914825439453,10.0
18,0.21996196896791237,0.1,3.34635284105871,62.29999923706055,1.6445093078613282,18,57.0,1.7398601531982423,10.0
19,0.22516197100534918,0.1,4.448969748664904,60.650001525878906,1.6051945541381836,19,57.5,1.6984318161010743,10.0
20,0.22249644094680227,0.1,4.700793921825696,61.279998779296875,1.5683519931793213,20,56.5,1.659765625,10.0
21,0.22063329249157687,0.1,5.753569770746179,66.68000030517578,1.5190730899810791,21,55.0,1.6237073516845704,10.0
22,0.19736862078928014,0.1,4.264549551905233,67.02999877929688,1.4770237588882447,22,62.0,1.575476417541504,10.0
23,0.17380637207107968,0.1,3.6102476889269233,67.19000244140625,1.4395007787704468,23,63.5,1.5349628448486328,10.0
24,0.14685856373902156,0.1,3.7906995709453635,69.12000274658203,1.3948006299972535,24,64.0,1.5010862350463867,10.0
25,0.14985802548882157,0.1,6.396573103261354,65.33999633789062,1.3686701795578002,25,65.0,1.4583846282958985,10.0
26,0.21210309020032098,0.1,4.38087598197797,68.08999633789062,1.3245637506484986,26,62.0,1.4326786804199219,10.0
27,0.22542980606671392,0.1,4.552317056168533,71.38999938964844,1.2899921758651733,27,64.5,1.390475311279297,10.0
28,0.19922835985082202,0.1,4.352787341618693,69.87000274658203,1.2586962779998778,28,70.5,1.3566408920288087,10.0
29,0.18301614737366373,0.1,4.910040419289938,68.08999633789062,1.2340371011734008,29,68.0,1.3257572174072265,10.0
