,C,Round,Average Loss Train,SDS Loss,SDS Accuracy,Workers Number,Large Test Loss,Large Test Accuracy,Communication Cost
0,0.9,0,0.44859021664746046,2.3109951782226563,11.5,90.0,2.0475001777648925,35.459999084472656,43.81122966344293
1,0.9,1,0.2649138435304047,2.0780464935302736,30.5,90.0,1.5558231407165528,66.45999908447266,45.54548471800489
2,0.9,2,0.20085714753126188,1.629217414855957,62.0,90.0,1.1911073070526124,71.12999725341797,45.1374442577
3,0.9,3,0.17431582120114295,1.2871731948852538,69.5,90.0,0.9334186871528626,79.4000015258789,44.370717863369684
4,0.9,4,0.1538526822310668,1.0416127395629884,79.5,90.0,0.7565463613510132,83.43000030517578,46.970666677434636
5,0.9,5,0.1405110570072192,0.8659972381591797,83.0,90.0,0.644349356842041,84.41000366210938,45.656669963793355
6,0.9,6,0.13450389608454918,0.7549215126037597,83.0,90.0,0.5557189421653748,86.66999816894531,46.63391766727049
7,0.9,7,0.1238092247629868,0.6728348731994629,84.5,90.0,0.49589098324775693,87.54000091552734,45.5081006256229
8,0.9,8,0.11766690464343521,0.6178942489624023,85.5,90.0,0.445854160451889,88.58000183105469,44.83769095087666
9,0.9,9,0.11484575634155726,0.5667316436767578,85.5,90.0,0.40709025497436524,89.30000305175781,45.02585172171393
10,0.9,10,0.1083551896207577,0.5255973434448242,86.0,90.0,0.380083129119873,89.70999908447266,44.36687301183338
11,0.9,11,0.10837486202329223,0.49821245193481445,87.0,90.0,0.35180607116222384,90.63999938964844,45.140725146212446
12,0.9,12,0.10408004790576811,0.4718270683288574,87.5,90.0,0.33174894814491274,90.91999816894531,43.33643319347333
13,0.9,13,0.09919551747441277,0.4523353576660156,87.5,90.0,0.3176100964784622,90.93000030517578,44.711859554039364
14,0.9,14,0.09934540719670842,0.43770708084106447,87.5,90.0,0.29649280052185056,91.62000274658203,45.83024656547112
15,0.9,15,0.09372056453032389,0.41773401260375975,88.5,90.0,0.2845412686109543,91.95999908447266,44.61953030346897
16,0.9,16,0.09143497648512486,0.3992602729797363,88.0,90.0,0.27194763429164887,92.20999908447266,44.36570309291188
17,0.9,17,0.09045021691590112,0.38615228652954103,88.5,90.0,0.26422881758213046,92.37000274658203,43.37557128539253
18,0.9,18,0.089824937963292,0.37801647186279297,88.5,90.0,0.25202258977890013,92.58000183105469,45.64800287854773
19,0.9,19,0.08796405757214754,0.3603299331665039,90.5,90.0,0.2424313420891762,93.16999816894531,43.89305926575245
