,C,Round,Average Loss Train,SDS Loss,SDS Accuracy,Workers Number,Large Test Loss,Large Test Accuracy,Communication Cost
0,0.9,0,0.45023616353455354,2.3109951782226563,11.5,82,2.0764254543304443,32.83000183105469,39.66691700888567
1,0.9,1,0.2727701888093575,2.1026581573486327,28.0,81,1.6570478410720826,57.400001525878906,40.53644678521254
2,0.9,2,0.20791378242353414,1.7252598571777344,53.0,80,1.286912809944153,71.45999908447266,39.70574830676182
3,0.9,3,0.1810534974086114,1.3773273849487304,67.5,81,1.038421466732025,76.05999755859375,39.73406505464671
4,0.9,4,0.16234481795594083,1.144530372619629,76.0,81,0.8380084127426147,82.41000366210938,42.334013868711665
5,0.9,5,0.1463333560755035,0.9446661376953125,82.0,81,0.7191034173965454,82.91999816894531,40.64763203100101
6,0.9,6,0.14039741484156518,0.8287454986572266,82.5,81,0.6173483539104462,85.3499984741211,41.61767669176648
7,0.9,7,0.13191213056070014,0.7332104682922364,84.0,80,0.5467765009880066,86.31999969482422,40.07640467468472
8,0.9,8,0.12470193638636298,0.6689033699035645,85.0,82,0.49168135714530947,87.45999908447266,40.463631350760686
9,0.9,9,0.12183994786083713,0.6136424446105957,85.5,81,0.44808684544563293,88.41000366210938,39.83686331740056
10,0.9,10,0.11390334873060545,0.568883228302002,86.0,80,0.42092271933555603,88.66999816894531,38.935177060895185
11,0.9,11,0.11292584898386271,0.5421573257446289,86.5,82,0.39669751448631285,88.80000305175781,40.547142188854274
12,0.9,12,0.10909693431948334,0.5231998443603516,86.0,80,0.3644456050872803,90.12000274658203,37.90473724253515
13,0.9,13,0.1036251782992737,0.49169958114624024,87.5,81,0.346340838766098,90.2300033569336,39.47207996511545
14,0.9,14,0.10433438019585874,0.4724271202087402,86.5,81,0.32447623710632323,91.23999786376953,40.8140055899671
15,0.9,15,0.09882890622647901,0.44988433837890623,87.5,82,0.31130876295566556,91.16999816894531,39.8730855792836
16,0.9,16,0.09609831218678157,0.42955782890319827,88.0,82,0.29136361417770384,91.79000091552734,40.036637779638774
17,0.9,17,0.09520980511300842,0.4137392234802246,88.5,81,0.2854628962278366,91.73999786376953,38.92414986247991
18,0.9,18,0.09384379061252558,0.40738306045532224,88.5,81,0.2752372078061104,91.93000030517578,40.985091852274934
19,0.9,19,0.09209173060245461,0.3920732593536377,89.0,81,0.2621258489608765,92.4800033569336,39.32128640585452
20,0.9,20,0.08776452985182409,0.3808200550079346,88.5,81,0.25423083559274673,92.36000061035156,41.532741939500696
21,0.9,21,0.08804946692322806,0.37088785171508787,89.0,82,0.24526706359386444,92.7699966430664,41.54674888295487
22,0.9,22,0.08832439314133556,0.3560038566589355,90.0,80,0.23418866716623307,93.02999877929688,39.48497921583008
23,0.9,23,0.08651489948568036,0.34810208320617675,90.5,80,0.2334601716041565,93.08999633789062,41.12545318546261
24,0.9,24,0.08405048578272464,0.34059404373168944,91.0,80,0.22431181627511979,93.2300033569336,39.623747974222695
25,0.9,25,0.08362204546687363,0.332742280960083,90.0,80,0.2230898712158203,93.4000015258789,39.968701843073596
26,0.9,26,0.081558389971462,0.3304004383087158,90.5,80,0.2173939331293106,93.62999725341797,38.75648380201827
27,0.9,27,0.07897671647066234,0.32000317573547366,90.5,82,0.20583125972747804,93.8499984741211,41.37447504700873
28,0.9,28,0.08043653510839802,0.3140347766876221,91.5,81,0.19871029078364372,94.0199966430664,40.87519686600703
29,0.9,29,0.07829602189645485,0.3057637596130371,91.5,83,0.20009003957509994,94.05999755859375,41.87748020242424
30,0.9,30,0.07823197862820934,0.30514098167419434,91.5,80,0.20335797857046128,93.91000366210938,41.027094231440785
31,0.9,31,0.07964812239852975,0.30804709434509275,91.0,82,0.1930158033490181,94.23999786376953,40.6798105117572
32,0.9,32,0.07803166211776466,0.29555784225463866,91.0,80,0.18094499722719193,94.54000091552734,38.48979929842623
33,0.9,33,0.0724177425861168,0.28330206871032715,92.0,82,0.18137024194002152,94.5999984741211,41.48480971517153
34,0.9,34,0.07629785692453624,0.2830465126037598,92.0,82,0.17602191507816314,94.76000213623047,41.44693537250339
35,0.9,35,0.07298068910828896,0.27728126525878904,92.5,80,0.17472111463546752,94.83999633789062,40.32241461428541
36,0.9,36,0.07142779984618737,0.27595563888549807,92.5,81,0.176763645362854,94.7300033569336,38.401316234140964
37,0.9,37,0.06995501981048578,0.2754726219177246,91.5,81,0.17041198892593384,94.9000015258789,38.70706885917242
38,0.9,38,0.07085824086127551,0.2702101993560791,92.0,82,0.1641347331047058,95.12000274658203,40.694055208490255
39,0.9,39,0.07215160755455767,0.2650634288787842,92.5,81,0.1635913502037525,95.08000183105469,41.55599610517525
40,0.9,40,0.07181666036534211,0.2670378112792969,92.0,81,0.16184535737037659,95.1500015258789,41.654510864434506
41,0.9,41,0.07100237908674573,0.2627693176269531,92.5,81,0.1591829714357853,95.12999725341797,40.408134510612776
42,0.9,42,0.06932971542082435,0.2605219078063965,92.5,80,0.15391861363947393,95.38999938964844,39.53592975670786
43,0.9,43,0.06702051790528842,0.2521153450012207,93.5,82,0.15122665627002715,95.44999694824219,41.35961636378762
44,0.9,44,0.06960359375058282,0.24869009017944335,93.5,82,0.15019597880840302,95.43000030517578,40.46903798885712
45,0.9,45,0.06659748803693893,0.2496064758300781,93.5,81,0.14754990825653075,95.52999877929688,40.67039968566121
46,0.9,46,0.0644489021794687,0.24587513446807863,93.0,80,0.14455954591035844,95.58000183105469,39.770646535447085
47,0.9,47,0.06476219658672318,0.23961398601531983,93.5,81,0.1430328997015953,95.62000274658203,41.52974889142027
48,0.9,48,0.06372422223104307,0.2419002342224121,93.5,80,0.14643435897231102,95.44000244140625,40.26025376713922
49,0.9,49,0.06406969254508585,0.24329217433929443,93.5,80,0.13976367264688014,95.76000213623047,38.492866558251976
50,0.9,50,0.06472408159300137,0.23468924999237062,94.5,81,0.14027586486637592,95.66000366210938,40.89272748993022
51,0.9,51,0.06049384030662232,0.23505476474761963,94.5,81,0.13853479154407977,95.66000366210938,40.132199628088145
52,0.9,52,0.06454561111741636,0.23589747428894042,93.5,82,0.13841790482401847,95.6500015258789,40.602595174120566
53,0.9,53,0.0640198103027673,0.2353054141998291,93.5,80,0.13315480494201185,95.88999938964844,40.576035387982635
