,round,algorithm,QoA,QoD,QoS,runtime,n_requests,req_id,req_service,req_acc,req_delay,served_acc,served_delay
0,0,Optimal,0.8454303930779115,0.979457091613299,0.9124437423456052,0.22773385047912598,50,0,49,0.8767305363939669,0.15214888719453215,0.7221609294718784,0.35757797106154265
1,0,Optimal,0.910957782125516,1.0,0.9554788910627581,0.22773385047912598,50,1,97,0.8798511450750404,0.9569931415336832,0.7908089272005564,0.5922787193973635
2,0,Optimal,1.0,1.0,1.0,0.22773385047912598,50,2,53,0.7011358563801434,1.4502467210190142,0.8325843408509123,0.463003353286509
3,0,Optimal,0.8093535613268918,1.0,0.9046767806634459,0.22773385047912598,50,3,5,0.8471302090572359,3.968909361068553,0.6564837703841278,0.6908349026993095
4,0,Optimal,0.8578343752238644,1.0,0.9289171876119322,0.22773385047912598,50,4,33,0.9352978856824244,1.2375331408393317,0.7931322609062889,0.8040493827160494
5,0,Optimal,1.0,1.0,1.0,0.22773385047912598,50,5,65,0.7353570091035604,1.3431843450370584,0.9040492254412915,0.42674041200238455
6,0,Optimal,1.0,1.0,1.0,0.22773385047912598,50,6,62,0.864804172348798,4.28185680365036,0.9294068095913877,1.0052345679012347
7,0,Optimal,0.9769319656626785,1.0,0.9884659828313392,0.22773385047912598,50,7,51,0.8097071476139895,0.6718856173058252,0.786639113276668,0.4680612298574459
8,0,Optimal,1.0,1.0,1.0,0.22773385047912598,50,8,38,0.8240533267989866,0.8534932559407407,0.8753560675988039,0.4212090789188764
9,0,Optimal,0.9910064613168649,1.0,0.9955032306584324,0.22773385047912598,50,9,61,0.8953674966740024,1.0335855302903545,0.8863739579908673,0.6193973634651601
10,0,Optimal,0.8362663042230819,1.0,0.918133152111541,0.22773385047912598,50,10,45,0.8751853504829135,2.4565300213242214,0.7114516547059954,0.5791029561671763
11,0,Optimal,0.8940068202536765,1.0,0.9470034101268383,0.22773385047912598,50,11,74,0.9199168450893226,0.6135220157073844,0.8139236653429991,0.4121267380898108
12,0,Optimal,0.773245898042654,0.9516814414873235,0.8624636697649888,0.22773385047912598,50,12,27,0.9900274355858966,0.09340700746582782,0.7632733336285505,0.5765925925925925
13,0,Optimal,0.7651710889757122,1.0,0.8825855444878561,0.22773385047912598,50,13,64,0.9461724910795739,1.1356662115381169,0.7113435800552861,0.8164938271604938
14,0,Optimal,0.7871395218900139,1.0,0.893569760945007,0.22773385047912598,50,14,17,0.9452261044897828,2.430923410843725,0.7323656263797967,0.34687685020722325
15,0,Optimal,1.0,0.9813390403019933,0.9906695201509966,0.22773385047912598,50,15,36,0.7640195412346749,0.14488859267549414,0.8443306274252425,0.3314981896555611
16,0,Optimal,0.7554765571703498,0.9712208574520745,0.8633487073112122,0.22773385047912598,50,16,17,0.976439466117174,0.0980652200647456,0.7319160232875238,0.3858566455440007
17,0,Optimal,0.8583535000421249,1.0,0.9291767500210624,0.22773385047912598,50,17,96,0.8955620637223628,0.7986595810386112,0.7539155637644877,0.4947269303201507
18,0,Optimal,0.762023805873949,1.0,0.8810119029369745,0.22773385047912598,50,18,12,0.9729772472368168,1.9464270115565636,0.7350010531107658,0.5580763790664781
19,0,Optimal,1.0,0.96646651680061,0.983233258400305,0.22773385047912598,50,19,79,0.6647134473293648,0.5492853814398728,0.6900040233854953,0.8846202134337727
20,0,Optimal,0.8321942525085576,1.0,0.9160971262542787,0.22773385047912598,50,20,32,0.9621579700377321,6.432359644635412,0.7943522225462897,0.3089723133032912
21,0,Optimal,1.0,1.0,1.0,0.22773385047912598,50,21,68,0.698390443527684,2.6495196208700706,0.7525560481008395,0.545323289391086
22,0,Optimal,0.8253340027952707,1.0,0.9126670013976353,0.22773385047912598,50,22,90,0.9217830763571505,2.731966817524263,0.7471170791524212,0.5433663366336634
23,0,Optimal,0.8796572150483285,1.0,0.9398286075241642,0.22773385047912598,50,23,77,0.7539557820297114,3.134307210889691,0.6336129970780399,0.47501369178588926
24,0,Optimal,0.84053867580145,1.0,0.920269337900725,0.22773385047912598,50,24,18,0.8888354082850247,0.8011509740760943,0.7293740840864747,0.4186652598734788
25,0,Optimal,0.8295170254806449,1.0,0.9147585127403224,0.22773385047912598,50,25,39,0.9494848993792453,1.9204318182661375,0.7790019248598902,0.6308195043209512
26,0,Optimal,0.7358702733653347,0.9378740530007099,0.8368721631830223,0.22773385047912598,50,26,12,0.9991307797454311,0.3176047275379637,0.7350010531107658,0.9388641975308643
27,0,Optimal,0.8359963630441852,0.983529980466279,0.9097631717552321,0.22773385047912598,50,27,93,0.9779698781047939,0.1161908644614879,0.8139662411489791,0.28089105979869744
28,0,Optimal,0.8235376709416112,1.0,0.9117688354708056,0.22773385047912598,50,28,9,0.9425002029966691,2.2972451489907204,0.7660378739382804,0.48735983690112133
29,0,Optimal,0.7985988211337516,1.0,0.8992994105668758,0.22773385047912598,50,29,87,0.9364606848348069,1.0811026770371608,0.7350595059685585,0.6657777777777778
30,0,Optimal,0.8762432197374143,0.9700253328351487,0.9231342762862815,0.22773385047912598,50,30,42,0.7769636055366111,0.13987341475570206,0.6532068252740254,0.4396200864042157
31,0,Optimal,0.7203026615820073,0.9535634303043727,0.8369330459431901,0.22773385047912598,50,31,60,0.9976090940620088,0.31410260185100924,0.7179117556440161,0.7784682988072819
32,0,Optimal,0.7476372497494334,1.0,0.8738186248747166,0.22773385047912598,50,32,71,0.9746718615756144,1.8576635525939826,0.7223091113250477,0.326285840536385
33,0,Optimal,0.9174695721002082,1.0,0.9587347860501041,0.22773385047912598,50,33,12,0.8175314810105576,1.8644236019070672,0.7350010531107658,0.48678788728936895
34,0,Optimal,0.9986497632678348,0.9529003365409174,0.9757750499043761,0.22773385047912598,50,34,45,0.6911303984312527,0.04136545876136667,0.6897801616990875,0.5123620933521924
35,0,Optimal,0.8795329034694738,1.0,0.9397664517347368,0.22773385047912598,50,35,55,0.961006041993424,0.6778099837737852,0.8405389454628978,0.39416970127886086
36,0,Optimal,1.0,1.0,1.0,0.22773385047912598,50,36,40,0.5327792022229352,0.9247081597091293,0.5637383195777816,0.43465851172273196
37,0,Optimal,0.7327694600379892,1.0,0.8663847300189946,0.22773385047912598,50,37,78,0.9418377896184474,3.226717334689817,0.6746072496564366,0.4986089951646022
38,0,Optimal,0.9163092093289813,1.0,0.9581546046644907,0.22773385047912598,50,38,81,0.7865836397928212,1.8600696214249304,0.7028928491218025,0.4714856591665191
39,0,Optimal,0.9740581530498612,0.986716665821265,0.9803874094355631,0.22773385047912598,50,39,26,0.7982683180882674,0.3167817798131832,0.7723264711381286,0.4496151216005331
40,0,Optimal,0.7531222078534161,1.0,0.876561103926708,0.22773385047912598,50,40,70,0.9630825441399683,1.9592138006471003,0.7162047519933844,1.025283950617284
41,0,Optimal,0.9448990011922545,1.0,0.9724495005961272,0.22773385047912598,50,41,61,0.9414749567986128,0.8552916450176413,0.8863739579908673,0.4116025906021772
42,0,Optimal,1.0,1.0,1.0,0.22773385047912598,50,42,56,0.5830192848971281,1.8013971347795557,0.7376901219644771,0.5412704974507372
43,0,Optimal,0.8688696039704169,1.0,0.9344348019852085,0.22773385047912598,50,43,66,0.9837464221053437,2.279409382630019,0.8526160260757606,0.3635769670532394
44,0,Optimal,0.793540978179919,1.0,0.8967704890899595,0.22773385047912598,50,44,33,0.9995912827263699,1.3203210411155875,0.7931322609062889,0.3179100059206631
45,0,Optimal,1.0,0.961228815160222,0.980614407580111,0.22773385047912598,50,45,7,0.5807817738935822,0.0682994670194762,0.7662540008586394,0.45601131541725604
46,0,Optimal,0.7493945597828705,0.9790353163897241,0.8642149380862973,0.22773385047912598,50,46,70,0.9668101922105139,0.7070512178834298,0.7162047519933844,0.9166980539861896
47,0,Optimal,0.6081171190525876,1.0,0.8040585595262938,0.22773385047912598,50,47,1,0.9610276452993852,0.49284380747417567,0.5691447643519728,0.4345786138526418
48,0,Optimal,0.9909108230258499,1.0,0.9954554115129249,0.22773385047912598,50,48,11,0.8357035034264564,0.8216777199783095,0.8266143264523063,0.5699286442405709
49,0,Optimal,0.7716219817177381,1.0,0.885810990858869,0.22773385047912598,50,49,92,0.9750969358150348,1.0237716919034114,0.7467189175327729,0.5367428492686863
50,1,Optimal,0.7699441433159616,1.0,0.8849720716579808,0.3464620113372803,50,0,6,0.9378938181162889,1.1453446612067233,0.7078379614322505,0.816937338315608
51,1,Optimal,0.9846151612375893,1.0,0.9923075806187946,0.3464620113372803,50,1,34,0.8718455679734687,2.7593912822423503,0.856460729211058,0.853200280657987
52,1,Optimal,0.7800289875445076,1.0,0.8900144937722538,0.3464620113372803,50,2,11,0.9633543571764502,5.123186795891188,0.7433833447209578,0.6091788828207338
53,1,Optimal,0.9787479162441433,0.9466607101125404,0.9627043131783418,0.3464620113372803,50,3,98,0.8390085943873153,0.01242321453250559,0.8177565106314586,0.5458161134071013
54,1,Optimal,1.0,0.9604011211851253,0.9802005605925627,0.3464620113372803,50,4,52,0.8282200833332877,0.16616114112989594,0.8889482448322904,0.5621499292786422
55,1,Optimal,0.8978353917239096,1.0,0.9489176958619547,0.3464620113372803,50,5,34,0.9586253374871484,1.8204907289985088,0.856460729211058,0.5925876549793361
56,1,Optimal,1.0,1.0,1.0,0.3464620113372803,50,6,13,0.7752249058602501,3.825216703855445,0.7913512395805165,0.6241521789974274
57,1,Optimal,0.8125950426215955,1.0,0.9062975213107978,0.3464620113372803,50,7,4,0.9704008565130715,2.526451131296914,0.782995899134667,0.5792399555267599
58,1,Optimal,0.9752133811443658,1.0,0.987606690572183,0.3464620113372803,50,8,48,0.8888642899132477,2.256866610780885,0.8640776710576136,0.5438755304101839
