,Average Loss Train,C,Communication Cost,Large Test Accuracy,Large Test Loss,Round,SDS Accuracy,SDS Loss,Workers Number
0,1.28734639942646,0.1,3.740432845337334,10.0,2.3032303619384766,0,13.0,2.303466033935547,20
1,1.1641071021556855,0.1,3.403478710513449,10.0,2.3030110931396486,1,10.0,2.3032303619384766,20
2,0.9318870275830852,0.1,1.9618796531944789,9.0,2.3026885986328125,2,10.0,2.3030110931396486,20
3,0.9418242925478946,0.1,4.728672046694983,12.0,2.302547607421875,3,9.0,2.3026885986328125,20
4,0.8910198787316388,0.1,4.899018479924086,8.0,2.3024675750732424,4,12.0,2.302547607421875,20
5,0.9306173365831374,0.1,3.6389310046944905,10.5,2.3029598999023437,5,8.0,2.3024675750732424,20
6,0.8127068845397188,0.1,5.398429501537494,9.5,2.301669921875,6,10.5,2.3029598999023437,20
7,0.6343211688321309,0.1,4.368309324191392,12.0,2.3008343505859377,7,9.5,2.301669921875,20
8,0.7631601176535402,0.1,5.01867078861838,12.0,2.299843444824219,8,12.0,2.3008343505859377,20
9,0.7626815830208071,0.1,5.679079818219509,9.0,2.300081481933594,9,12.0,2.299843444824219,20
10,0.7904344714283944,0.1,4.426894229484631,15.0,2.2983836364746093,10,9.0,2.300081481933594,20
11,0.733963465855123,0.1,4.484451486400362,5.0,2.299827117919922,11,15.0,2.2983836364746093,20
12,0.7483116415858269,0.1,4.250614186215882,14.0,2.2978807067871094,12,5.0,2.299827117919922,20
13,0.7705012017726898,0.1,4.410096570688804,12.5,2.2975873565673828,13,14.0,2.2978807067871094,20
14,0.6530517271149533,0.1,4.225624129760648,15.5,2.2932022857666015,14,12.5,2.2975873565673828,20
15,0.6658510515826415,0.1,4.249135277591491,15.0,2.291521682739258,15,15.5,2.2932022857666015,20
16,0.6147388788463968,0.1,5.6388050592423875,16.5,2.288572311401367,16,15.0,2.291521682739258,20
17,0.681078716006626,0.1,5.231198342350651,13.0,2.2861260986328125,17,16.5,2.288572311401367,20
18,0.6693630374297499,0.1,4.693005578176258,15.0,2.2846578979492187,18,13.0,2.2861260986328125,20
19,0.6189049906835092,0.1,5.173196014938197,23.5,2.2797765350341797,19,15.0,2.2846578979492187,20
20,0.6631499533891114,0.1,4.744929738635882,11.5,2.2796961212158204,20,23.5,2.2797765350341797,20
21,0.6087478741599502,0.1,4.129009313372194,10.0,2.2772886657714846,21,11.5,2.2796961212158204,20
22,0.5980320628244069,0.1,3.7618428946277014,14.0,2.2741259765625,22,10.0,2.2772886657714846,20
23,0.6560051616549493,0.1,4.436786427982059,13.5,2.2703295135498047,23,14.0,2.2741259765625,20
24,0.7027606071650981,0.1,5.177119212168962,15.5,2.2688735198974608,24,13.5,2.2703295135498047,20
25,0.5917983879691076,0.1,4.600537473663789,15.0,2.2638501739501953,25,15.5,2.2688735198974608,20
26,0.643349193835641,0.1,4.147361793947629,15.5,2.2606988525390626,26,15.0,2.2638501739501953,20
27,0.5736008709423068,0.1,4.8988226239243335,13.0,2.2563311767578127,27,15.5,2.2606988525390626,20
28,0.6026735123956175,0.1,5.1213355630208985,12.0,2.2568013763427732,28,13.0,2.2563311767578127,20
29,0.7010158269822597,0.1,3.4986828708953075,15.5,2.2517909240722656,29,12.0,2.2568013763427732,20
30,0.7145810878843069,0.1,6.0181387238948325,19.5,2.2467072296142576,30,15.5,2.2517909240722656,20
31,0.6210142862891375,0.1,3.8058056494449555,15.0,2.2472039031982423,31,19.5,2.2467072296142576,20
32,0.49597327483195264,0.1,5.145689299045055,22.0,2.2363987731933594,32,15.0,2.2472039031982423,20
33,0.7205974366933108,0.1,3.800932819175073,17.0,2.245271759033203,33,22.0,2.2363987731933594,20
34,0.5754235863103084,0.1,3.5026025518270685,17.5,2.2316834259033205,34,17.0,2.245271759033203,20
35,0.6091217680007219,0.1,5.227101490916004,18.0,2.227084197998047,35,17.5,2.2316834259033205,20
36,0.516911264310663,0.1,3.7513845359681133,17.0,2.2223052978515625,36,18.0,2.227084197998047,20
37,0.4851524876230549,0.1,2.3272663599329078,20.0,2.2180130767822264,37,17.0,2.2223052978515625,20
38,0.5676987235922547,0.1,4.507124011076472,16.0,2.2152962493896484,38,20.0,2.2180130767822264,20
39,0.46802023091714656,0.1,4.755426262247522,23.0,2.212127990722656,39,16.0,2.2152962493896484,20
40,0.5781472645228292,0.1,4.077833721961979,12.5,2.2139588165283204,40,23.0,2.212127990722656,20
41,0.6019908067834516,0.1,4.235655035056346,18.5,2.2044820404052734,41,12.5,2.2139588165283204,20
42,0.6439617567300797,0.1,3.436411221962148,21.5,2.200449981689453,42,18.5,2.2044820404052734,20
43,0.615802134434879,0.1,5.619343089337644,23.0,2.1889920043945312,43,21.5,2.200449981689453,20
44,0.5952693605989217,0.1,4.499164099429436,19.5,2.18577392578125,44,23.0,2.1889920043945312,20
45,0.6010260574213724,0.1,3.6997137198659313,17.0,2.184511032104492,45,19.5,2.18577392578125,20
46,0.5731105288125575,0.1,4.424693992090547,20.5,2.1808299255371093,46,17.0,2.184511032104492,20
47,0.5961489099487662,0.1,4.662510689024984,22.5,2.170244827270508,47,20.5,2.1808299255371093,20
48,0.6052024504357132,0.1,4.59185174593475,24.0,2.168500289916992,48,22.5,2.170244827270508,20
49,0.5421079441353679,0.1,4.474251003071098,20.5,2.1600402069091795,49,24.0,2.168500289916992,20
50,0.3946208392415918,0.1,6.892858276674106,27.5,2.148915252685547,50,20.5,2.1600402069091795,20
51,0.6952889400303365,0.1,5.0039666284984845,21.0,2.157326965332031,51,27.5,2.148915252685547,20
52,0.48986422921163336,0.1,3.788838137235717,17.0,2.151156768798828,52,21.0,2.157326965332031,20
53,0.5685732102870942,0.1,5.977258035408896,18.0,2.1424635314941405,53,17.0,2.151156768798828,20
54,0.5113758143545831,0.1,3.9065394848294512,21.0,2.1405094909667968,54,18.0,2.1424635314941405,20
55,0.5044313239048943,0.1,4.613891626333604,22.5,2.131989974975586,55,21.0,2.1405094909667968,20
56,0.5427533149941514,0.1,4.701911680673943,23.5,2.1242333221435548,56,22.5,2.131989974975586,20
57,0.6070548989623786,0.1,5.413670363443711,23.0,2.123188705444336,57,23.5,2.1242333221435548,20
58,0.5315756425497329,0.1,5.812930193244347,23.0,2.1179855346679686,58,23.0,2.123188705444336,20
59,0.5522001641730985,0.1,5.5510741246919935,24.0,2.1206681060791017,59,23.0,2.1179855346679686,20
60,0.4516921758725244,0.1,3.9546863209716285,23.0,2.1137560272216795,60,24.0,2.1206681060791017,20
61,0.5523868850913515,0.1,5.227702820514402,18.0,2.1137662506103516,61,23.0,2.1137560272216795,20
62,0.5069397615251443,0.1,5.2817251755652865,19.0,2.103535614013672,62,18.0,2.1137662506103516,20
63,0.4193966510172219,0.1,5.628119365652341,22.5,2.0923603057861326,63,19.0,2.103535614013672,20
64,0.47322443746269816,0.1,4.45630391038356,24.0,2.0858538055419924,64,22.5,2.0923603057861326,20
65,0.49550656100899115,0.1,4.406634648091597,21.5,2.0869635772705077,65,24.0,2.0858538055419924,20
66,0.6387619131550193,0.1,4.730437957704497,21.0,2.0893705749511717,66,21.5,2.0869635772705077,20
67,0.4981887503320003,0.1,6.55159454835902,26.5,2.0766311645507813,67,21.0,2.0893705749511717,20
68,0.594994106425345,0.1,3.9471044546853458,22.0,2.0790946960449217,68,26.5,2.0766311645507813,20
69,0.42974390203768964,0.1,4.7072761880076515,23.0,2.0668468475341797,69,22.0,2.0790946960449217,20
70,0.5095578427275635,0.1,4.3430721987673575,28.0,2.0620472717285154,70,23.0,2.0668468475341797,20
71,0.5963883352395527,0.1,3.930347614655223,23.0,2.0769122314453123,71,28.0,2.0620472717285154,20
72,0.4797443918842773,0.1,3.9400542549688917,23.5,2.052615203857422,72,23.0,2.0769122314453123,20
73,0.5934974750503897,0.1,4.400189584778086,24.0,2.050340423583984,73,23.5,2.052615203857422,20
74,0.5539548741607674,0.1,4.7053810043180855,28.0,2.049085464477539,74,24.0,2.050340423583984,20
75,0.5576731036111713,0.1,3.8096445747830536,23.5,2.0445165252685547,75,28.0,2.049085464477539,20
76,0.5089394278772832,0.1,5.049752695073155,21.0,2.054929428100586,76,23.5,2.0445165252685547,20
77,0.48058353496127326,0.1,5.281797959499887,21.5,2.041128463745117,77,21.0,2.054929428100586,20
78,0.4500958390189752,0.1,4.035247150203779,24.0,2.0371357727050783,78,21.5,2.041128463745117,20
79,0.5946588250890373,0.1,6.340854111531799,23.0,2.0474893951416018,79,24.0,2.0371357727050783,20
80,0.34694709302010335,0.1,4.660659546986518,28.0,2.026081390380859,80,23.0,2.0474893951416018,20
81,0.5505818045099966,0.1,5.101425596323069,23.0,2.034170684814453,81,28.0,2.026081390380859,20
82,0.486021715751793,0.1,3.4094691210217114,29.0,2.0243224334716796,82,23.0,2.034170684814453,20
83,0.49364763410916596,0.1,4.71605343807888,24.0,2.0273707580566405,83,29.0,2.0243224334716796,20
84,0.3756454929508172,0.1,3.840929227941083,20.0,2.0205892181396483,84,24.0,2.0273707580566405,20
85,0.5597866286430507,0.1,4.311511741823098,27.5,2.0154986572265625,85,20.0,2.0205892181396483,20
86,0.42388134540478617,0.1,5.118380060677406,24.5,2.0092549896240235,86,27.5,2.0154986572265625,20
87,0.42691442841082905,0.1,4.0132165795705905,20.0,2.016707534790039,87,24.5,2.0092549896240235,20
88,0.48518253798782823,0.1,3.4191755940139164,23.0,2.0016036224365235,88,20.0,2.016707534790039,20
89,0.4368673865396199,0.1,4.414656549465792,26.0,1.9976560974121094,89,23.0,2.0016036224365235,20
90,0.5964341603405774,0.1,4.684366361225311,23.5,2.000934753417969,90,26.0,1.9976560974121094,20
91,0.537433113450557,0.1,4.765509222112449,25.0,1.9923492431640626,91,23.5,2.000934753417969,20
92,0.4168242121692026,0.1,4.140141163427254,28.0,1.9831395721435547,92,25.0,1.9923492431640626,20
93,0.5937695985078811,0.1,5.881998063912153,23.5,2.001290512084961,93,28.0,1.9831395721435547,20
94,0.48634167076291684,0.1,4.673320976716329,27.5,1.9884408569335938,94,23.5,2.001290512084961,20
95,0.45528181909689625,0.1,4.730553274262473,21.5,1.9834706115722656,95,27.5,1.9884408569335938,20
96,0.5633437931558128,0.1,3.821244837701068,22.0,1.9986412048339843,96,21.5,1.9834706115722656,20
97,0.3582621784303866,0.1,4.19489196917878,29.0,1.981450653076172,97,22.0,1.9986412048339843,20
98,0.3904953335895912,0.1,6.107696955968474,25.0,1.9645323181152343,98,29.0,1.981450653076172,20
99,0.46885844178833064,0.1,4.070398462395187,29.5,1.9539183044433595,99,25.0,1.9645323181152343,20
100,0.4466752438059503,0.1,4.182628160893237,30.0,1.9721714782714843,100,29.5,1.9539183044433595,20
101,0.4342621065597981,0.1,4.270614910794784,27.0,1.956343002319336,101,30.0,1.9721714782714843,20
102,0.39550992890426784,0.1,6.246715846307293,25.0,1.9666168212890625,102,27.0,1.956343002319336,20
103,0.40710208685325766,0.1,3.441850851218378,29.0,1.9608055114746095,103,25.0,1.9666168212890625,20
104,0.39904700010143934,0.1,6.669260196303356,25.5,1.9486349487304688,104,29.0,1.9608055114746095,20
105,0.4805456847208352,0.1,5.223735243326064,27.0,1.9540459442138671,105,25.5,1.9486349487304688,20
106,0.370618005783028,0.1,3.923558181644452,30.5,1.932802734375,106,27.0,1.9540459442138671,20
107,0.47880239061850355,0.1,3.5242981424708084,29.0,1.944788818359375,107,30.5,1.932802734375,20
108,0.4476934764715457,0.1,6.20966261490309,29.0,1.9377316284179686,108,29.0,1.944788818359375,20
109,0.28838382533009105,0.1,5.08950648400855,28.5,1.9279670715332031,109,29.0,1.9377316284179686,20
110,0.4193920707167794,0.1,3.8960360933135743,25.0,1.9393466186523438,110,28.5,1.9279670715332031,20
111,0.4993471314043282,0.1,4.726853847923651,27.0,1.9372771453857422,111,25.0,1.9393466186523438,20
112,0.4415434122642955,0.1,4.368093401523894,26.0,1.924066925048828,112,27.0,1.9372771453857422,20
113,0.4629992911241948,0.1,4.600076337498601,29.5,1.9249968719482422,113,26.0,1.924066925048828,20
114,0.3833473580136819,0.1,4.729499686932312,33.0,1.9138834381103516,114,29.5,1.9249968719482422,20
115,0.5244900153115785,0.1,4.343726586497255,30.0,1.9198837280273438,115,33.0,1.9138834381103516,20
116,0.49748015937432644,0.1,3.9539737594132722,29.0,1.9232322692871093,116,30.0,1.9198837280273438,20
117,0.4644351521352961,0.1,5.65404893117401,31.0,1.9286592102050781,117,29.0,1.9232322692871093,20
118,0.285834516585306,0.1,5.538699944479727,28.0,1.9047521209716798,118,31.0,1.9286592102050781,20
119,0.4402074323557323,0.1,3.5237276282495293,28.5,1.9255654907226563,119,28.0,1.9047521209716798,20
120,0.5511668286530994,0.1,4.628371828049415,28.5,1.910014877319336,120,28.5,1.9255654907226563,20
121,0.4237266889937222,0.1,5.176873950535071,30.5,1.8986962127685547,121,28.5,1.910014877319336,20
122,0.5505261836506427,0.1,5.75296249770084,32.5,1.9035131072998046,122,30.5,1.8986962127685547,20
123,0.409381137430722,0.1,4.133163866697416,34.0,1.8940113067626954,123,32.5,1.9035131072998046,20
124,0.4215413472424389,0.1,4.298665636790368,28.5,1.900293731689453,124,34.0,1.8940113067626954,20
125,0.4897946244774797,0.1,5.391439194599285,29.0,1.8937078094482422,125,28.5,1.900293731689453,20
126,0.39873220405284315,0.1,3.079181648571933,32.0,1.892359619140625,126,29.0,1.8937078094482422,20
127,0.5058604176774621,0.1,4.560131457245445,34.5,1.8975214385986328,127,32.0,1.892359619140625,20
128,0.5125316183868796,0.1,4.768308648859277,32.0,1.8788441467285155,128,34.5,1.8975214385986328,20
129,0.5023744428769168,0.1,4.782289933550041,28.5,1.9099468994140625,129,32.0,1.8788441467285155,20
130,0.3634951956780581,0.1,4.327740221869044,33.5,1.87423828125,130,28.5,1.9099468994140625,20
131,0.3753964565432712,0.1,3.8299077459240793,32.5,1.869969024658203,131,33.5,1.87423828125,20
132,0.4069881310232977,0.1,5.122218556749037,34.5,1.8600848388671876,132,32.5,1.869969024658203,20
133,0.5390846559800208,0.1,4.399720147940877,35.5,1.8743769073486327,133,34.5,1.8600848388671876,20
134,0.49454128881168086,0.1,5.478945170082369,33.5,1.8736704254150391,134,35.5,1.8743769073486327,20
135,0.4170994518801616,0.1,4.2861036779250155,29.0,1.880470733642578,135,33.5,1.8736704254150391,20
136,0.4523497064670166,0.1,5.708722146797894,29.0,1.8723542785644531,136,29.0,1.880470733642578,20
137,0.41080931132363424,0.1,3.9175902688412445,32.5,1.8689351654052735,137,29.0,1.8723542785644531,20
138,0.40990942690744986,0.1,3.0967226478030163,36.0,1.8451470947265625,138,32.5,1.8689351654052735,20
139,0.4710447370408207,0.1,4.29673421496126,32.0,1.8538098907470704,139,36.0,1.8451470947265625,20
140,0.47757774806022646,0.1,4.688204923395561,36.5,1.8559409332275392,140,32.0,1.8538098907470704,20
