,round,algorithm,QoS,runtime,n_requests,n_served,n_satisfied,n_partial_satisfied
0,0,EGP,88.25886843205238,0.008385181427001953,100,100,3,65
1,1,EGP,86.95933063857153,0.009398937225341797,100,100,6,60
2,2,EGP,83.93823576543527,0.009269952774047852,100,95,2,47
3,3,EGP,88.7756998688042,0.00908970832824707,100,100,9,68
4,4,EGP,86.91998217087426,0.008753776550292969,100,99,4,61
5,0,EGP,130.63356140106862,0.023851871490478516,200,153,4,55
6,1,EGP,134.89172282390658,0.023638010025024414,200,156,3,57
7,2,EGP,129.35873965001397,0.024324893951416016,200,152,6,61
8,3,EGP,127.23146408777403,0.02540111541748047,200,148,5,48
9,4,EGP,122.21075660360464,0.024897098541259766,200,145,5,46
10,0,EGP,174.25065807056345,0.046122074127197266,300,209,4,54
11,1,EGP,172.9519955605702,0.0452120304107666,300,207,4,53
12,2,EGP,163.74821593649156,0.05180478096008301,300,197,2,50
13,3,EGP,169.2328594452818,0.04669809341430664,300,204,7,48
14,4,EGP,169.26926644798436,0.04674220085144043,300,208,4,56
15,0,EGP,212.79253879566573,0.0863950252532959,400,269,4,55
16,1,EGP,204.99041771920082,0.09072589874267578,400,259,4,45
17,2,EGP,221.86198390148738,0.08100390434265137,400,277,3,68
18,3,EGP,219.94412774940568,0.08336305618286133,400,274,6,56
19,4,EGP,198.80106493351792,0.08548712730407715,400,251,5,48
20,0,EGP,248.04477648971823,0.13656091690063477,500,329,2,57
21,1,EGP,261.4288608204753,0.1199951171875,500,329,5,71
22,2,EGP,265.65911072786497,0.1289229393005371,500,336,5,69
23,3,EGP,254.4158381471412,0.13753080368041992,500,336,2,68
24,4,EGP,245.5336356899278,0.12612199783325195,500,321,4,64
25,0,EGP-v2,46.8724356918861,0.011227130889892578,100,53,2,33
26,1,EGP-v2,48.7970995321788,0.013130903244018555,100,53,5,36
27,2,EGP-v2,54.99564396310605,0.011626958847045898,100,62,4,39
28,3,EGP-v2,49.01762073243611,0.011527776718139648,100,54,4,39
29,4,EGP-v2,55.07843669070734,0.011279106140136719,100,62,7,39
30,0,EGP-v2,97.67680347144871,0.03163790702819824,200,115,4,35
31,1,EGP-v2,101.7162287097333,0.030790090560913086,200,119,3,43
32,2,EGP-v2,100.47717051882047,0.02994513511657715,200,116,3,52
33,3,EGP-v2,104.7604648506401,0.03311586380004883,200,122,4,49
34,4,EGP-v2,106.16972992155807,0.03062295913696289,200,122,4,49
35,0,EGP-v2,123.94163524035447,0.05407118797302246,300,151,1,37
36,1,EGP-v2,146.01656825440492,0.06771397590637207,300,173,3,49
37,2,EGP-v2,138.37412123327758,0.061614036560058594,300,168,0,45
38,3,EGP-v2,152.29284151005504,0.06632113456726074,300,181,4,49
39,4,EGP-v2,141.77078648393217,0.06179094314575195,300,169,9,52
40,0,EGP-v2,188.4234744913858,0.09025287628173828,400,235,2,44
41,1,EGP-v2,188.9513679434525,0.09206986427307129,400,232,4,61
42,2,EGP-v2,188.14419807375097,0.09455585479736328,400,237,1,45
43,3,EGP-v2,179.3913241208342,0.10013389587402344,400,225,3,39
44,4,EGP-v2,182.13912842186943,0.10159587860107422,400,231,3,49
45,0,EGP-v2,229.52700626776095,0.14006614685058594,500,296,2,56
46,1,EGP-v2,232.6453295307293,0.1331939697265625,500,305,0,51
47,2,EGP-v2,250.39662319693565,0.136124849319458,500,326,4,50
48,3,EGP-v2,246.5156499913837,0.14461970329284668,500,322,3,57
49,4,EGP-v2,243.6978086542014,0.16868209838867188,500,321,8,57
50,0,Knapsack,88.58370462487386,2.7927680015563965,100,97,9,59
51,1,Knapsack,89.50280392327882,3.4623851776123047,100,98,8,61
52,2,Knapsack,88.35613860759474,2.7826998233795166,100,97,9,63
53,3,Knapsack,89.068915947697,3.404923915863037,100,98,10,62
54,4,Knapsack,88.78503688898441,3.1930222511291504,100,97,13,66
55,0,Knapsack,166.78966175532645,3.548325777053833,200,187,14,92
56,1,Knapsack,164.97555962962218,3.1663811206817627,200,191,5,75
57,2,Knapsack,166.71590771932023,3.3966338634490967,200,191,6,79
58,3,Knapsack,171.19423831452087,3.453232765197754,200,192,16,101
59,4,Knapsack,164.80916103367048,3.2327959537506104,200,185,10,88
60,0,Knapsack,220.05018744769507,2.6667237281799316,300,257,7,86
61,1,Knapsack,231.47761991567057,3.182875156402588,300,269,13,105
62,2,Knapsack,234.05253939608545,2.829993963241577,300,272,18,99
63,3,Knapsack,226.15577042999178,2.519805908203125,300,270,10,87
64,4,Knapsack,230.16159289993465,3.0072708129882812,300,270,5,80
65,0,Knapsack,288.8798731863817,2.72603178024292,400,351,11,101
66,1,Knapsack,269.8623854094079,2.6653430461883545,400,336,7,84
67,2,Knapsack,298.09203923469784,3.099047899246216,400,369,13,104
68,3,Knapsack,282.96108960874903,3.1198930740356445,400,340,11,100
69,4,Knapsack,272.0577061456284,3.1255431175231934,400,333,9,100
70,0,Knapsack,328.1697194970363,3.3304738998413086,500,416,8,90
71,1,Knapsack,337.5178356226139,3.004495859146118,500,428,11,103
72,2,Knapsack,334.0511372797558,3.197924852371216,500,413,13,104
73,3,Knapsack,345.87888860892946,3.233778953552246,500,431,12,104
74,4,Knapsack,322.2131035777329,3.0689680576324463,500,412,9,94
75,0,Random,31.294569960634817,0.003665924072265625,100,36,3,22
