,round,algorithm,QoS,runtime,n_requests,n_served,n_satisfied,n_partial_satisfied
0,0,EGP,77.11048343183113,0.32163095474243164,100,95,5,24
1,1,EGP,77.95217876688332,0.4141528606414795,100,96,2,21
2,2,EGP,70.61017427386066,0.3686797618865967,100,87,0,23
3,3,EGP,75.31930764610102,0.46488332748413086,100,93,2,20
4,4,EGP,74.13129003746285,0.4991569519042969,100,91,2,25
5,0,EGP,80.78360427615263,0.7595322132110596,200,125,1,26
6,1,EGP,86.57943657139624,0.6572208404541016,200,123,1,32
7,2,EGP,91.1746095795048,0.612788200378418,200,138,1,31
8,3,EGP,79.41620326192654,0.4900970458984375,200,116,0,20
9,4,EGP,75.91394783619677,0.39536499977111816,200,115,0,22
10,0,EGP,78.98288892211843,0.38167500495910645,300,152,0,54
11,1,EGP,78.11272590542086,0.6124091148376465,300,145,0,31
12,2,EGP,72.32964600908154,0.49297308921813965,300,139,0,35
13,3,EGP,72.27950444008542,0.569242000579834,300,130,0,18
14,4,EGP,68.52267631315247,0.6551299095153809,300,134,0,33
15,0,EGP,79.87161825003149,0.6674599647521973,400,174,0,42
16,1,EGP,78.69894103149592,0.7673599720001221,400,165,0,58
17,2,EGP,78.97002033835898,0.8581418991088867,400,162,0,52
18,3,EGP,83.82843007286745,0.6565191745758057,400,180,0,50
19,4,EGP,85.97532813294606,0.6454849243164062,400,178,0,50
20,0,EGP,92.5914388101114,0.8593049049377441,500,207,0,50
21,1,EGP,84.52990808283084,0.7211179733276367,500,185,0,53
22,2,EGP,92.34005166731674,0.9024510383605957,500,211,0,53
23,3,EGP,87.18414812542838,0.6214921474456787,500,189,0,63
24,4,EGP,86.51832426370092,0.7187709808349609,500,193,0,47
25,0,Knapsack,45.47326747357369,1.7538721561431885,100,56,1,15
26,1,Knapsack,44.253299441030116,1.8827383518218994,100,54,1,14
27,2,Knapsack,46.50189283986328,1.5850777626037598,100,57,1,15
28,3,Knapsack,58.46271934237482,1.8781952857971191,100,74,2,11
29,4,Knapsack,49.43235687688208,1.9014179706573486,100,60,1,20
30,0,Knapsack,41.98922594731733,1.8323540687561035,200,64,0,11
31,1,Knapsack,47.9269602632415,2.007596969604492,200,70,0,18
32,2,Knapsack,47.530563920638066,1.7734241485595703,200,71,1,21
33,3,Knapsack,46.39407859270063,1.9143738746643066,200,69,0,8
34,4,Knapsack,47.99622254626475,1.893993854522705,200,70,0,14
35,0,Knapsack,48.10543413593842,1.7018439769744873,300,94,0,18
36,1,Knapsack,46.180525819469324,1.929664134979248,300,89,0,11
37,2,Knapsack,39.80111480750027,1.859848976135254,300,80,0,10
38,3,Knapsack,47.18357620788689,1.8709769248962402,300,88,0,23
39,4,Knapsack,44.52643025740579,1.9861328601837158,300,85,0,15
40,0,Knapsack,49.38681125466647,1.7582180500030518,400,109,0,20
41,1,Knapsack,45.50346274763823,1.9020459651947021,400,98,0,25
42,2,Knapsack,43.24970140183509,2.0108678340911865,400,97,0,17
43,3,Knapsack,45.71171634868629,1.727802038192749,400,101,0,16
44,4,Knapsack,51.917850284612015,2.1786739826202393,400,115,0,14
45,0,Knapsack,63.537180694210534,2.185048818588257,500,145,0,21
46,1,Knapsack,53.14772565044127,2.0248279571533203,500,121,0,27
47,2,Knapsack,57.63423761295099,2.4088938236236572,500,133,0,23
48,3,Knapsack,49.76493561634565,1.9317078590393066,500,112,0,22
49,4,Knapsack,50.261557930720926,1.8720030784606934,500,116,0,26
50,0,Random,8.1419805873193,0.004649162292480469,100,11,1,1
51,1,Random,8.515124969210914,0.0047109127044677734,100,12,0,1
52,2,Random,10.936918116326918,0.004332065582275391,100,14,0,5
53,3,Random,6.7640694065618625,0.0047893524169921875,100,9,0,1
54,4,Random,9.681139479349016,0.004542112350463867,100,13,0,1
55,0,Random,11.71038711969627,0.005419015884399414,200,21,0,2
56,1,Random,9.537950730082072,0.004788875579833984,200,17,0,2
57,2,Random,10.017410029285971,0.005127906799316406,200,19,0,3
58,3,Random,10.453904720640436,0.0056569576263427734,200,19,0,1
59,4,Random,8.007169061517342,0.005235910415649414,200,14,0,0
60,0,Random,11.506609879838784,0.004911184310913086,300,25,0,4
61,1,Random,12.907597779447853,0.005217075347900391,300,29,0,0
62,2,Random,12.193761823407225,0.0053670406341552734,300,27,0,4
63,3,Random,15.473539852795993,0.0054891109466552734,300,34,0,3
64,4,Random,13.078743837473723,0.005720853805541992,300,29,0,2
65,0,Random,13.953445083313635,0.005462169647216797,400,35,0,4
66,1,Random,11.243506160040141,0.006100893020629883,400,29,0,0
67,2,Random,16.02293716417637,0.006203174591064453,400,41,0,5
68,3,Random,16.943756403195206,0.0055620670318603516,400,44,0,4
69,4,Random,12.059485152103264,0.007208108901977539,400,32,0,4
70,0,Random,23.817260634314785,0.006107807159423828,500,63,0,3
71,1,Random,24.99518729490717,0.0069849491119384766,500,65,0,4
72,2,Random,15.14836693378063,0.0073130130767822266,500,39,0,1
73,3,Random,24.323009738320856,0.006914854049682617,500,63,0,6
74,4,Random,18.61111552895805,0.006036996841430664,500,49,0,5
