,round,algorithm,QoS,runtime,n_requests,n_served,n_satisfied,n_partial_satisfied
0,0,Optimal,90.74519875179053,0.3270540237426758,100,100.0,6,61
1,1,Optimal,92.35063229912113,0.24982881546020508,100,100.0,15,70
2,2,Optimal,91.82452124326377,0.20959091186523438,100,100.0,11,70
3,3,Optimal,91.94812857981472,0.2575838565826416,100,100.0,10,51
4,4,Optimal,91.62321451193654,0.2567269802093506,100,100.0,8,64
5,0,Optimal,177.61275004406184,0.2850477695465088,200,200.0,11,86
6,1,Optimal,179.11123622816493,0.30254697799682617,200,200.0,15,98
7,2,Optimal,176.49140798345235,0.2640058994293213,200,200.0,8,82
8,3,Optimal,179.9294168919539,0.2946150302886963,200,200.0,14,102
9,4,Optimal,178.29791905429494,0.27725887298583984,200,200.0,11,78
10,0,Optimal,258.0486444054002,0.33186888694763184,300,300.0,17,108
11,1,Optimal,265.06322147394445,0.3353152275085449,300,300.0,18,123
12,2,Optimal,264.31823935956004,0.3354957103729248,300,300.0,24,140
13,3,Optimal,259.6871182868923,0.48758411407470703,300,300.0,18,103
14,4,Optimal,263.4195549363603,0.4132049083709717,300,300.0,23,116
15,0,Optimal,328.1411319491565,0.8926877975463867,400,400.0,11,125
16,1,Optimal,331.9151503337368,0.8333530426025391,400,400.0,10,113
17,2,Optimal,338.65166948074915,0.6281909942626953,400,400.0,14,127
18,3,Optimal,337.1854148799534,0.4153718948364258,400,400.0,17,138
19,4,Optimal,337.5449928311461,0.7360429763793945,400,400.0,17,135
20,0,Optimal,408.15966372756213,0.8538799285888672,500,500.0,12,144
21,1,Optimal,404.8290657423355,1.2444839477539062,500,500.0,7,107
22,2,Optimal,416.7364451351514,0.9151232242584229,500,500.0,18,143
23,3,Optimal,405.92256288013533,1.073673963546753,500,500.0,13,127
24,4,Optimal,403.22718429937095,1.0990080833435059,500,499.0,12,138
25,0,EGP,86.30598452099723,0.008414983749389648,100,98.0,4,70
26,1,EGP,85.16073000736333,0.009689092636108398,100,97.0,5,53
27,2,EGP,80.96114399320291,0.009173154830932617,100,94.0,5,54
28,3,EGP,83.50312569218046,0.009266853332519531,100,96.0,4,65
29,4,EGP,86.22865601356477,0.00879216194152832,100,99.0,5,57
30,0,EGP,136.4662322965933,0.023155927658081055,200,159.0,5,63
31,1,EGP,136.3832323952412,0.024309873580932617,200,159.0,5,59
32,2,EGP,138.72531711827764,0.024226903915405273,200,162.0,2,69
33,3,EGP,130.43572144919216,0.02609109878540039,200,152.0,5,65
34,4,EGP,142.92678288294184,0.02253103256225586,200,167.0,9,67
35,0,EGP,167.68736115008187,0.046585798263549805,300,205.0,4,44
36,1,EGP,164.0396291550176,0.04733014106750488,300,202.0,2,45
37,2,EGP,160.0646809345888,0.05005311965942383,300,196.0,3,43
38,3,EGP,164.02075664380482,0.04769086837768555,300,195.0,4,64
39,4,EGP,154.01524623837696,0.05035686492919922,300,188.0,0,45
40,0,EGP,225.85700078838104,0.07518720626831055,400,284.0,2,67
41,1,EGP,214.25621418338534,0.07306885719299316,400,267.0,1,51
42,2,EGP,211.72565239144666,0.07949113845825195,400,266.0,2,60
43,3,EGP,218.34017915810523,0.07551074028015137,400,270.0,6,75
44,4,EGP,206.1844864053272,0.0835261344909668,400,264.0,1,46
45,0,EGP,254.8910962660334,0.11417913436889648,500,333.0,4,72
46,1,EGP,251.11196338991894,0.1161952018737793,500,341.0,1,55
47,2,EGP,254.10934779068782,0.11786818504333496,500,332.0,4,66
48,3,EGP,255.69601917580866,0.11890912055969238,500,332.0,0,66
49,4,EGP,233.22197947329767,0.11197280883789062,500,309.0,3,54
50,0,EGP-v2,12.69621268364238,0.03069305419921875,100,13.0,6,11
51,1,EGP-v2,14.185730103036171,0.03501296043395996,100,15.0,4,13
52,2,EGP-v2,13.44632530068531,0.030694961547851562,100,14.0,6,11
53,3,EGP-v2,11.697956312011886,0.03397822380065918,100,12.0,4,10
54,4,EGP-v2,15.619627704189613,0.031416893005371094,100,17.0,4,14
55,0,EGP-v2,17.553824508893346,0.06243777275085449,200,19.0,4,14
56,1,EGP-v2,16.060671589479657,0.06166577339172363,200,17.0,3,14
57,2,EGP-v2,19.29450766991242,0.057953596115112305,200,21.0,3,13
58,3,EGP-v2,16.736731743318813,0.06424665451049805,200,18.0,4,12
59,4,EGP-v2,18.374370605667846,0.062326908111572266,200,20.0,3,14
60,0,EGP-v2,18.907190896886586,0.08241510391235352,300,22.0,2,9
61,1,EGP-v2,23.977383713378078,0.08906388282775879,300,27.0,1,12
62,2,EGP-v2,19.887947508052637,0.08887791633605957,300,22.0,3,14
63,3,EGP-v2,21.054102035702158,0.08476972579956055,300,24.0,1,14
64,4,EGP-v2,19.11705361368991,0.09279894828796387,300,22.0,2,8
65,0,EGP-v2,23.830715398789337,0.11298775672912598,400,27.0,2,10
66,1,EGP-v2,23.52078481671173,0.11646103858947754,400,26.0,1,16
67,2,EGP-v2,27.011933729524227,0.12936973571777344,400,32.0,3,13
68,3,EGP-v2,23.472298572568647,0.12305474281311035,400,26.0,3,16
69,4,EGP-v2,19.20446223114392,0.13106012344360352,400,22.0,2,7
70,0,EGP-v2,23.14454942379331,0.15948987007141113,500,27.0,0,11
71,1,EGP-v2,23.615988110173298,0.1552739143371582,500,28.0,2,9
72,2,EGP-v2,26.212464471566534,0.16408085823059082,500,31.0,2,11
73,3,EGP-v2,26.669849702865484,0.17711305618286133,500,32.0,0,9
74,4,EGP-v2,22.340475524921633,0.14561939239501953,500,26.0,2,8
75,0,Knapsack,88.94489834252414,2.5489342212677,100,97.0,16,56
76,1,Knapsack,92.84240637896107,3.404309034347534,100,100.0,17,75
77,2,Knapsack,86.353140137137,3.0415730476379395,100,95.0,9,55
78,3,Knapsack,91.02186410578993,3.1750779151916504,100,99.0,10,66
79,4,Knapsack,89.57316889430066,2.9248158931732178,100,99.0,7,65
80,0,Knapsack,169.97119152034466,3.548548936843872,200,190.0,15,90
81,1,Knapsack,168.4078967349377,3.6133999824523926,200,190.0,6,86
82,2,Knapsack,165.13381360256182,3.378628730773926,200,187.0,16,91
83,3,Knapsack,170.61400537482035,3.333807945251465,200,190.0,15,104
84,4,Knapsack,170.35974093460266,3.0865609645843506,200,195.0,15,90
85,0,Knapsack,226.63517235848155,2.8950719833374023,300,266.0,9,96
86,1,Knapsack,224.2205917822345,3.035473108291626,300,260.0,8,95
87,2,Knapsack,227.07479193356838,3.1276729106903076,300,265.0,15,94
88,3,Knapsack,240.93951237498246,2.945873737335205,300,279.0,12,117
89,4,Knapsack,225.64588999985574,3.0156161785125732,300,266.0,12,100
90,0,Knapsack,280.44443129352027,3.228816270828247,400,346.0,8,102
91,1,Knapsack,272.2927228780554,2.797757863998413,400,331.0,14,102
92,2,Knapsack,298.0677429117028,3.4231739044189453,400,357.0,13,120
93,3,Knapsack,279.4628496370325,3.0628809928894043,400,345.0,8,100
94,4,Knapsack,274.9177627018671,3.3321237564086914,400,328.0,13,91
95,0,Knapsack,352.0930858471732,3.3972997665405273,500,435.0,9,105
96,1,Knapsack,347.1540645868612,3.2123630046844482,500,442.0,6,107
97,2,Knapsack,335.9729129872451,3.478092908859253,500,426.0,9,87
98,3,Knapsack,333.82401712501957,3.263956069946289,500,411.0,10,115
99,4,Knapsack,340.7349109413722,3.0066959857940674,500,426.0,6,98
100,0,Random,36.29913668748438,0.003756999969482422,100,42.0,3,28
101,1,Random,31.284929814613744,0.004492044448852539,100,36.0,0,21
102,2,Random,38.01246057474221,0.003632068634033203,100,44.0,1,28
103,3,Random,22.68245782818622,0.003898143768310547,100,26.0,0,18
104,4,Random,31.32707532584844,0.003693103790283203,100,36.0,3,21
105,0,Random,59.9993852810714,0.004225015640258789,200,72.0,2,24
106,1,Random,61.93357046331825,0.004342079162597656,200,74.0,4,27
107,2,Random,75.20863925916734,0.004158973693847656,200,91.0,2,38
108,3,Random,72.63968623276692,0.004621028900146484,200,86.0,3,39
109,4,Random,50.74427932900302,0.0043392181396484375,200,60.0,1,21
110,0,Random,87.18206940034416,0.0050182342529296875,300,110.0,3,29
111,1,Random,89.67605228850337,0.004864931106567383,300,111.0,2,25
112,2,Random,101.87688674135953,0.005055904388427734,300,132.0,1,29
113,3,Random,89.79860544232075,0.004689931869506836,300,115.0,3,35
114,4,Random,84.56649819710431,0.00494384765625,300,106.0,2,26
115,0,Random,95.59865643824708,0.004709720611572266,400,129.0,1,24
116,1,Random,126.3206826361157,0.005171775817871094,400,167.0,2,37
117,2,Random,105.15834469821928,0.0056531429290771484,400,137.0,2,33
118,3,Random,119.83065380021715,0.0051996707916259766,400,155.0,1,33
119,4,Random,130.3724459010665,0.005733013153076172,400,168.0,2,37
120,0,Random,151.34454934330194,0.005887269973754883,500,207.0,3,34
121,1,Random,162.54967352026523,0.005707979202270508,500,225.0,2,39
122,2,Random,131.1599077285177,0.006059169769287109,500,183.0,1,35
123,3,Random,141.99284700290121,0.005858898162841797,500,196.0,0,33
124,4,Random,141.20419696624634,0.005402088165283203,500,197.0,1,28
