,round,algorithm,QoS,runtime,n_requests,n_served,n_satisfied,n_partial_satisfied
0,0,EGP,77.18168158199724,0.32643723487854004,100,84,8,49
1,1,EGP,85.11998004432384,0.45396876335144043,100,93,10,49
2,2,EGP,76.91172332668782,0.5524051189422607,100,84,8,53
3,0,EGP,105.80904012910236,0.6769018173217773,200,116,9,61
4,1,EGP,126.80381736470342,0.6098628044128418,200,138,12,66
5,2,EGP,110.91094015642035,0.48395609855651855,200,122,12,70
6,0,EGP,126.56228811871154,0.538949728012085,300,147,3,57
7,1,EGP,128.71911718921515,0.5249447822570801,300,147,10,63
8,2,EGP,128.02997816513215,0.649824857711792,300,145,5,66
9,0,EGP,135.06448727539794,0.5543780326843262,400,164,7,52
10,1,EGP,142.36261910488824,0.5948033332824707,400,172,8,57
11,2,EGP,124.20304674118114,0.6972737312316895,400,151,6,44
12,0,EGP,151.00393797529622,0.8950278759002686,500,195,3,38
13,1,EGP,161.2984137548664,0.7783010005950928,500,207,3,46
14,2,EGP,154.329219829151,0.7821011543273926,500,198,4,55
15,0,EGP-v3,80.73416151142627,0.4931981563568115,100,87,13,59
16,1,EGP-v3,79.33393275562142,0.617729902267456,100,87,6,46
17,2,EGP-v3,78.77965790612474,0.543220043182373,100,85,9,53
18,0,EGP-v3,116.97541394216627,0.686729907989502,200,127,11,62
19,1,EGP-v3,105.53714587958254,0.740447998046875,200,114,15,59
20,2,EGP-v3,110.68991810305565,0.5237009525299072,200,122,6,58
21,0,EGP-v3,113.60816021020703,0.48323702812194824,300,130,6,48
22,1,EGP-v3,134.79859369178376,0.46329617500305176,300,150,7,75
23,2,EGP-v3,113.5412579118364,0.4745810031890869,300,130,6,54
24,0,EGP-v3,142.68332241784043,0.6165990829467773,400,173,3,58
25,1,EGP-v3,142.26081146146447,0.53413987159729,400,171,7,62
26,2,EGP-v3,128.53297642793527,0.6646101474761963,400,152,6,44
27,0,EGP-v3,155.65712097028654,0.897028923034668,500,197,3,47
28,1,EGP-v3,159.14691544394282,0.7832801342010498,500,203,5,52
29,2,EGP-v3,150.1496885652882,0.6542811393737793,500,192,4,59
30,0,Random,5.734828342479154,0.004711151123046875,100,7,0,2
31,1,Random,6.967070306059546,0.004971981048583984,100,8,1,7
32,2,Random,7.0133034015327524,0.004879951477050781,100,8,0,7
33,0,Random,22.1376669796759,0.0057141780853271484,200,26,0,10
34,1,Random,19.893988088852108,0.006102085113525391,200,24,1,7
35,2,Random,13.869266452561869,0.004769086837768555,200,16,1,9
36,0,Random,18.386318527617373,0.005545854568481445,300,24,1,4
37,1,Random,20.821742235497172,0.004888772964477539,300,26,0,1
38,2,Random,21.83708675344377,0.0052721500396728516,300,27,1,3
39,0,Random,23.53198790675796,0.005261898040771484,400,33,0,4
40,1,Random,26.392932034140653,0.005693912506103516,400,35,0,4
41,2,Random,30.275087966245096,0.005891084671020508,400,42,0,5
42,0,Random,41.885465132561535,0.006558895111083984,500,59,0,5
43,1,Random,38.198036446005794,0.006485939025878906,500,55,0,4
44,2,Random,36.79075139231745,0.006116151809692383,500,54,0,5
