,round,algorithm,QoS,runtime,n_requests,n_served,n_satisfied,n_partial_satisfied
0,0,EGP,75.10564063387883,0.45315098762512207,100,83,6,46
1,1,EGP,81.3354206206004,0.5370209217071533,100,92,6,34
2,2,EGP,74.90386220454602,0.41974925994873047,100,84,3,35
3,3,EGP,82.560606919452,0.5706398487091064,100,92,5,39
4,4,EGP,80.10506546476071,0.4727301597595215,100,90,5,43
5,0,EGP,95.45543806174032,0.45073914527893066,200,113,4,36
6,1,EGP,94.35344667155927,0.5577211380004883,200,111,5,41
7,2,EGP,102.15268097901512,0.5038101673126221,200,120,3,44
8,3,EGP,102.64972241609716,0.5975947380065918,200,122,2,44
9,4,EGP,101.22309386182953,0.5003461837768555,200,120,3,40
10,0,EGP,113.42541660197311,0.4420461654663086,300,149,2,35
11,1,EGP,117.53315770245443,0.6783061027526855,300,157,2,23
12,2,EGP,102.52543953614446,0.6123611927032471,300,136,2,27
13,3,EGP,120.25801588148944,0.576923131942749,300,157,0,36
14,4,EGP,106.78834748264609,0.7264189720153809,300,140,2,24
15,0,EGP,103.61180745198706,0.6219658851623535,400,174,0,22
16,1,EGP,104.02004256399266,0.7224578857421875,400,150,1,36
17,2,EGP,105.33187079549589,0.7589678764343262,400,164,0,35
18,3,EGP,111.39144138465292,0.7168190479278564,400,168,0,27
19,4,EGP,116.55904320798592,0.7867462635040283,400,172,1,41
20,0,EGP,113.76709105481116,0.836137056350708,500,199,0,30
21,1,EGP,107.10652152933757,0.871934175491333,500,189,0,33
22,2,EGP,124.18663665302314,0.9267191886901855,500,205,1,38
23,3,EGP,129.67564271620023,0.8724770545959473,500,216,0,41
24,4,EGP,106.9707039893272,0.5947442054748535,500,186,0,35
25,0,Knapsack,51.24171268217102,1.7108371257781982,100,56,5,29
26,1,Knapsack,58.19882734850027,2.1875698566436768,100,66,3,29
27,2,Knapsack,50.75536177304119,1.7330539226531982,100,57,6,32
28,3,Knapsack,60.21628190446977,2.21620512008667,100,67,4,34
29,4,Knapsack,54.66296051759814,1.6829817295074463,100,61,1,33
30,0,Knapsack,48.969015772157334,1.7348859310150146,200,61,0,16
31,1,Knapsack,65.99081600329437,2.0078001022338867,200,80,3,23
32,2,Knapsack,63.61212506558348,1.7961108684539795,200,77,3,28
33,3,Knapsack,53.39688014458462,1.9628491401672363,200,68,0,12
34,4,Knapsack,56.67943403050609,1.9819960594177246,200,68,5,28
35,0,Knapsack,69.40238621781013,1.7895307540893555,300,94,0,22
36,1,Knapsack,66.53001854196816,2.0106420516967773,300,95,0,12
37,2,Knapsack,52.81407145130899,1.900866985321045,300,72,1,10
38,3,Knapsack,56.852066148537666,1.8268499374389648,300,82,0,10
39,4,Knapsack,61.27655861524666,2.0093040466308594,300,84,0,15
40,0,Knapsack,70.69352366893045,1.8558509349822998,400,111,1,13
41,1,Knapsack,55.30293865032423,1.817126989364624,400,85,0,18
42,2,Knapsack,63.0157953172844,2.0949630737304688,400,101,1,15
43,3,Knapsack,67.35469991176451,1.9971771240234375,400,109,0,17
44,4,Knapsack,61.266662159186545,1.9735958576202393,400,99,0,15
45,0,Knapsack,73.49293606443784,2.0159921646118164,500,134,0,19
46,1,Knapsack,66.96508840757679,2.075077772140503,500,127,0,10
47,2,Knapsack,72.30770739767483,2.0787909030914307,500,137,0,20
48,3,Knapsack,64.94575130912224,2.3305530548095703,500,113,0,23
49,4,Knapsack,67.87386832019794,1.8382840156555176,500,122,0,19
50,0,Random,8.25695341507007,0.004186868667602539,100,10,0,3
51,1,Random,9.043163192519685,0.005288124084472656,100,11,0,4
52,2,Random,12.302459536970265,0.004654645919799805,100,15,0,5
53,3,Random,6.5045810586938915,0.005105018615722656,100,8,0,5
54,4,Random,9.675806809917994,0.0045130252838134766,100,11,1,6
55,0,Random,18.62213408498127,0.00532984733581543,200,25,0,5
56,1,Random,10.791051863223036,0.005427122116088867,200,15,0,2
57,2,Random,12.862447614203742,0.004618167877197266,200,18,0,5
58,3,Random,19.69399719503228,0.005240201950073242,200,25,0,10
59,4,Random,12.720109857357933,0.005403041839599609,200,17,0,3
60,0,Random,15.178164074924831,0.005028247833251953,300,23,0,2
61,1,Random,19.85654106929046,0.005812883377075195,300,29,0,3
62,2,Random,18.69279255562968,0.005638837814331055,300,30,0,3
63,3,Random,19.036862426880845,0.005571126937866211,300,29,0,3
64,4,Random,18.649114632225196,0.0055959224700927734,300,28,0,6
65,0,Random,14.536782540466303,0.005285978317260742,400,26,0,7
66,1,Random,18.47150399537272,0.00564885139465332,400,35,0,2
67,2,Random,25.623154104221364,0.006141185760498047,400,45,0,3
68,3,Random,25.00844369010155,0.006231069564819336,400,44,0,6
69,4,Random,19.04272037837816,0.006214141845703125,400,36,0,4
70,0,Random,34.687324308956626,0.007051944732666016,500,65,0,4
71,1,Random,31.18447684886589,0.006850004196166992,500,69,0,3
72,2,Random,21.564495626348,0.006502866744995117,500,43,0,7
73,3,Random,24.627208428104787,0.0067598819732666016,500,53,0,2
74,4,Random,27.966100793680646,0.006409883499145508,500,58,0,3
