,round,algorithm,QoS,runtime,n_requests,n_served,n_satisfied,n_partial_satisfied
0,0,EGP,85.2209888007241,0.008547782897949219,100,97,5,58
1,1,EGP,86.09951697060617,0.009445905685424805,100,97,4,56
2,2,EGP,84.21710475813609,0.008862972259521484,100,96,4,61
3,3,EGP,86.3148960752557,0.009022951126098633,100,98,5,59
4,4,EGP,83.56064326564804,0.008884906768798828,100,97,6,49
5,0,EGP,134.57671877359863,0.025962114334106445,200,157,5,62
6,1,EGP,131.33711218586748,0.024470090866088867,200,155,6,59
7,2,EGP,142.18481453717843,0.022194862365722656,200,166,5,64
8,3,EGP,136.37775189979283,0.024199247360229492,200,161,5,59
9,4,EGP,121.08416189609507,0.027733802795410156,200,143,1,56
10,0,EGP,167.95333538644073,0.044415950775146484,300,205,3,53
11,1,EGP,168.77557913125696,0.054979801177978516,300,205,1,58
12,2,EGP,158.44461743284933,0.05050992965698242,300,192,2,54
13,3,EGP,184.13059403759505,0.045977115631103516,300,220,5,77
14,4,EGP,157.35741221218385,0.050382137298583984,300,192,2,55
15,0,EGP,223.43272852798324,0.07069063186645508,400,279,6,65
16,1,EGP,210.90503975374867,0.07422304153442383,400,265,2,57
17,2,EGP,217.12291894358722,0.07651710510253906,400,278,1,53
18,3,EGP,202.95032438783682,0.0786581039428711,400,258,3,45
19,4,EGP,214.06643495853976,0.07927989959716797,400,269,6,56
20,0,EGP,263.3699401222725,0.11373591423034668,500,353,3,63
21,1,EGP,253.21617930562508,0.11210107803344727,500,325,4,64
22,2,EGP,270.1884181893909,0.10761404037475586,500,350,7,66
23,3,EGP,247.7045956474506,0.11932802200317383,500,322,2,52
24,4,EGP,244.78660626806862,0.11054801940917969,500,313,3,56
25,0,Knapsack,90.37780282503826,2.8795342445373535,100,100,4,67
26,1,Knapsack,91.8113429232706,3.6101598739624023,100,99,7,65
27,2,Knapsack,89.96760372239264,2.7173900604248047,100,99,8,58
28,3,Knapsack,90.90044677041844,3.333698034286499,100,100,8,52
29,4,Knapsack,89.9963935672238,2.6640491485595703,100,98,12,62
30,0,Knapsack,167.16756329196662,2.9843862056732178,200,188,17,95
31,1,Knapsack,167.13010242047116,2.8531603813171387,200,188,17,99
32,2,Knapsack,163.29362728860625,2.6805458068847656,200,186,10,85
33,3,Knapsack,170.1221184595057,3.0888640880584717,200,189,11,91
34,4,Knapsack,167.80374243561062,2.8626840114593506,200,187,13,97
35,0,Knapsack,222.1755669624411,2.612025737762451,300,260,8,88
36,1,Knapsack,222.79826631628538,3.026142120361328,300,257,7,107
37,2,Knapsack,231.3951314952372,2.795480728149414,300,270,12,98
38,3,Knapsack,218.66294654243785,2.577212333679199,300,259,5,83
39,4,Knapsack,225.99702025040986,3.1683928966522217,300,268,11,84
40,0,Knapsack,281.4801756200331,2.8128302097320557,400,332,12,112
41,1,Knapsack,287.422650851211,3.0158491134643555,400,350,15,92
42,2,Knapsack,288.42182278901123,3.3726401329040527,400,353,6,108
43,3,Knapsack,278.15268980576167,2.9928970336914062,400,338,8,82
44,4,Knapsack,282.85566708338877,3.1667380332946777,400,341,13,115
45,0,Knapsack,306.9590151301286,3.1324539184570312,500,391,12,93
46,1,Knapsack,346.6931948948599,3.4629721641540527,500,440,9,93
47,2,Knapsack,348.424589099055,3.3367819786071777,500,434,8,107
48,3,Knapsack,340.6313727019641,3.164638042449951,500,426,7,109
49,4,Knapsack,341.05729677309677,3.2269339561462402,500,443,9,86
50,0,Random,35.95486213369822,0.004060983657836914,100,41,3,26
51,1,Random,35.74939351865915,0.004282712936401367,100,41,4,24
52,2,Random,31.303922506145774,0.004302024841308594,100,36,1,23
53,3,Random,29.07847934039129,0.004339933395385742,100,34,0,20
54,4,Random,32.06320331197453,0.003798961639404297,100,38,0,18
55,0,Random,68.78188759615117,0.0043010711669921875,200,80,3,31
56,1,Random,62.54421818569349,0.004386186599731445,200,75,4,28
57,2,Random,61.05827227454026,0.004002094268798828,200,74,2,18
58,3,Random,63.82577680237172,0.004650115966796875,200,76,3,26
59,4,Random,49.950709862845166,0.004570722579956055,200,60,0,23
60,0,Random,75.24165906305636,0.00434112548828125,300,91,2,31
61,1,Random,81.76427202842292,0.0047528743743896484,300,105,0,24
62,2,Random,92.16878914250199,0.0047149658203125,300,111,6,36
63,3,Random,84.96185770025114,0.004306316375732422,300,105,3,31
64,4,Random,88.19850446035497,0.005028963088989258,300,111,5,28
65,0,Random,92.98830016199172,0.0049130916595458984,400,123,1,20
66,1,Random,114.3339974122786,0.004981040954589844,400,153,2,28
67,2,Random,103.16734969733358,0.006948947906494141,400,136,0,21
68,3,Random,114.43801489575229,0.0057260990142822266,400,150,1,34
69,4,Random,102.99334708801197,0.005915164947509766,400,140,0,27
70,0,Random,127.76064148635707,0.0072481632232666016,500,181,2,28
71,1,Random,157.99462290414212,0.0055141448974609375,500,217,1,35
72,2,Random,132.83330307792465,0.0056841373443603516,500,183,1,32
73,3,Random,139.421193036395,0.005761146545410156,500,193,2,41
74,4,Random,129.02339882359843,0.005575895309448242,500,184,1,27
