,round,algorithm,QoA,QoD,QoS,runtime,n_requests,req_id,req_service,req_acc,req_delay,served_acc,served_delay
0,0,Optimal,0.7871756240364906,1.0,0.8935878120182452,0.5917549133300781,100,0,49,0.8681641993108109,2.7954543449371827,0.6553398233473015,0.776288336881447
1,0,Optimal,1.0,1.0,1.0,0.5917549133300781,100,1,97,0.7771802863854131,0.9947198091312641,0.7891221816424486,0.9022235598201325
2,0,Optimal,0.6927259858396069,0.9781917076332148,0.8354588467364108,0.5917549133300781,100,2,53,0.9746041619302113,0.6848207934612958,0.6673301477698181,0.902903717129147
3,0,Optimal,0.8216776806767658,0.9511468148911212,0.8864122477839436,0.5917549133300781,100,3,5,0.9428903582102652,0.9561337209960581,0.7645680388870311,1.4446655720848467
4,0,Optimal,0.7691997744550543,0.9661603100812943,0.8676800422681743,0.5917549133300781,100,4,33,0.8758999747226431,0.5442613717455506,0.6450997491776974,0.8826582709326072
5,0,Optimal,0.8001847820997532,0.9376684321058567,0.868926607102805,0.5917549133300781,100,5,65,0.996388410709174,0.03325578482876592,0.7965731928089272,0.6565714637701989
6,0,Optimal,0.5751437873725247,0.9155065937551492,0.745325190563837,0.5917549133300781,100,6,62,0.8954041165455902,0.5396813221668767,0.47054790391811485,1.3846153846153846
7,0,Optimal,1.0,1.0,1.0,0.5917549133300781,100,7,51,0.5839407976786095,3.6493728411001407,0.6404018994609726,1.1179714091218516
8,0,Optimal,0.8042243911920955,0.9027099378756989,0.8534671645338971,0.5917549133300781,100,8,38,0.9507601415345656,0.2177034647027438,0.7549845327266611,1.1906040859457554
9,0,Optimal,0.6954743535280098,0.9555545549853901,0.8255144542566999,0.5917549133300781,100,9,61,0.9252509696204442,0.7168056457127334,0.620725323148454,1.1612600958588322
10,0,Optimal,0.8618222616633252,1.0,0.9309111308316627,0.5917549133300781,100,10,45,0.8213076576392442,2.5023820764861746,0.6831299193025694,0.8828910136279418
11,0,Optimal,1.0,1.0,1.0,0.5917549133300781,100,11,74,0.6808113155605934,2.0343739066594226,0.8044897255104282,1.1363641728333864
12,0,Optimal,0.8633981417631029,0.9740033847970689,0.9187007632800859,0.5917549133300781,100,12,27,0.8194235073204664,0.2958874940435601,0.6828216490835693,0.5558536460728704
13,0,Optimal,0.8788243753845973,0.9240477546374881,0.9014360650110427,0.5917549133300781,100,13,64,0.9550148530772639,0.14053038188034114,0.8338392284618612,0.9000528355054596
14,0,Optimal,0.7512552166612858,0.9112632586759017,0.8312592376685938,0.5917549133300781,100,14,17,0.9885333917206198,0.1287781803574308,0.7397886083819056,1.0161455935984138
15,0,Optimal,0.8156409660134727,0.9352125905375757,0.8754267782755242,0.5917549133300781,100,15,36,0.8813660792519125,0.28832696075222236,0.6970070452653852,0.9362010553764656
16,0,Optimal,0.8619203541013575,1.0,0.9309601770506788,0.5917549133300781,100,16,17,0.8926831249345202,1.465679252299437,0.7546034790358777,0.9662619516571725
17,0,Optimal,0.8950083101168718,0.8626667779589022,0.878837544037887,0.5917549133300781,100,17,96,0.9409181542632169,0.0904040433252859,0.8359264643800887,1.4637362637362639
18,0,Optimal,1.0,1.0,1.0,0.5917549133300781,100,18,12,0.706067209608038,2.458076608196167,0.7993122132174725,0.7328965282505105
19,0,Optimal,0.8614759565681417,1.0,0.9307379782840708,0.5917549133300781,100,19,79,0.9172986566830185,0.9654378483606934,0.7787746132511602,0.9116983933747864
20,0,Optimal,0.9853632203326952,1.0,0.9926816101663476,0.5917549133300781,100,20,32,0.745820786611952,3.701585139904591,0.7311840069446471,0.5558536460728704
21,0,Optimal,1.0,1.0,1.0,0.5917549133300781,100,22,90,0.36754094589858843,1.2613335814939468,0.7352946007089607,0.6707474397838217
22,0,Optimal,0.7196955316120861,1.0,0.859847765806043,0.5917549133300781,100,23,77,0.9855194444891858,3.5679896357614633,0.7052149761012719,1.0413317754251792
23,0,Optimal,1.0,0.9466414768046537,0.9733207384023268,0.5917549133300781,100,24,18,0.8640512096451987,0.15979710589020196,0.8641169908664728,0.6933823378436647
24,0,Optimal,0.8647026947107269,0.9566524649457923,0.9106775798282596,0.5917549133300781,100,25,39,0.9692229910565512,0.47990196936377605,0.8339256857672781,0.9133773199058532
25,0,Optimal,0.9191708797454751,1.0,0.9595854398727375,0.5917549133300781,100,26,12,0.8801413334719974,1.0045252915331542,0.7993122132174725,0.7328965282505105
26,0,Optimal,0.8995413461444274,0.9439709088287815,0.9217561274866044,0.5917549133300781,100,27,93,0.9721815598958096,0.054584656789016806,0.871722906040237,0.6148755685012008
27,0,Optimal,0.6719689334629726,1.0,0.8359844667314863,0.5917549133300781,100,28,9,0.9626232581498192,8.516238683590746,0.6345921916127918,1.2408909232631806
28,0,Optimal,0.718635296205239,1.0,0.8593176481026195,0.5917549133300781,100,29,87,0.9344031808301607,3.480471719022078,0.6530384770353997,1.3327255131064923
29,0,Optimal,0.688750755038151,1.0,0.8443753775190754,0.5917549133300781,100,30,42,0.9720905996200327,1.158353728894467,0.6608413546581837,0.5997240533496857
30,0,Optimal,0.5791695563587445,1.0,0.7895847781793722,0.5917549133300781,100,31,60,0.9749004711080926,1.1100867728548742,0.5540700274668371,0.9867655107219265
31,0,Optimal,0.8053632732593036,1.0,0.9026816366296517,0.5917549133300781,100,32,71,0.7679384278650576,1.8907499103592185,0.5733017011243612,1.232225483854918
32,0,Optimal,1.0,1.0,1.0,0.5917549133300781,100,33,12,0.34963639035762617,1.5746618570320852,0.5572697768145565,0.9631069954622918
