,round,algorithm,QoS,runtime,n_requests,req_id,req_service,req_acc,req_delay,served_acc,served_delay
0,0,EGP,0.9776843799302892,0.37137889862060547,100,0,49,0.46495638356286295,0.9253307803021887,0.7217333130832849,1.1484869809992964
1,0,EGP,0.8981945916780827,0.37137889862060547,100,1,97,0.7981914756400583,0.12040043832659691,0.7473652549935912,0.8843234183134345
2,0,EGP,0.8504183604813245,0.37137889862060547,100,2,53,0.9609488470742582,0.20345171556114128,0.7908899463323034,0.8489736070381231
3,0,EGP,0.7302843681559985,0.37137889862060547,100,3,5,0.9675098216303148,0.10143521827438708,0.7099893164852367,1.510989010989011
4,0,EGP,0.8505841395244222,0.37137889862060547,100,4,33,0.9798904856019085,0.5461621435277364,0.8121000972715985,1.2013688066319645
5,0,EGP,0.8097806805568075,0.37137889862060547,100,5,65,0.892057629113076,0.05602314776456215,0.7441643606737787,1.21875
6,0,EGP,0.7387498141911796,0.37137889862060547,100,6,62,0.6340185072039338,0.7753273054866887,0.4374050554413361,2.4047619047619047
7,0,EGP,0.8752321014444844,0.37137889862060547,100,7,51,0.7295959131671492,0.09121090202640188,0.6855503435937719,1.1186620397146714
8,0,EGP,0.7781555334149955,0.37137889862060547,100,8,38,0.7214062843212548,0.16219144693303317,0.5270986549955039,1.4090979661543237
9,0,EGP,0.8522537516524871,0.37137889862060547,100,9,61,0.902144041811845,0.36792513898924284,0.7993668836193369,1.3315018315018317
10,0,EGP,0.8583340417066866,0.37137889862060547,100,10,45,0.9260282657312852,0.49949434323184594,0.7329452637495206,0.9507389162561576
11,0,EGP,0.9208683248072533,0.37137889862060547,100,11,74,0.6526402067757301,0.2823232223234416,0.7844815688575745,1.073639974250908
12,0,EGP,0.8266107311107385,0.37137889862060547,100,12,27,0.9669151018269246,0.7017193592487528,0.6375819630636749,0.7889463543251192
13,0,EGP,0.8476489523589754,0.37137889862060547,100,13,64,0.6039061703344271,0.20230849579903906,0.7932918402186483,1.7258189722092843
14,0,EGP,0.9357745479483046,0.37137889862060547,100,14,17,0.9396123270245189,1.2808841660863177,0.8111614229211281,1.0672269928218332
15,0,EGP,0.9042320615206916,0.37137889862060547,100,16,17,0.8381669838460498,0.2568698835894415,0.8111614229211281,1.0795214637579171
16,0,EGP,0.8623539280913496,0.37137889862060547,100,17,96,0.8146383135145843,0.8330758295070972,0.7515669826318427,1.894179894179894
17,0,EGP,0.8760997643163217,0.37137889862060547,100,18,12,0.8860942623784092,0.5076344155585584,0.7853113459174631,1.2427221900906114
18,0,EGP,0.8565033659431078,0.37137889862060547,100,19,79,0.9832610089458678,0.2590648920546158,0.848340392919694,1.0194281524926687
19,0,EGP,0.83470023814113,0.37137889862060547,100,20,32,0.9305978667849024,0.27310800879451114,0.727727415682056,0.9117533718689788
20,0,EGP,0.730329957554125,0.37137889862060547,100,21,68,0.9653671885352225,1.4242277219102362,0.5787476968275629,2.187830687830688
21,0,EGP,0.8485089701676349,0.37137889862060547,100,22,90,0.8875515086836683,0.6010289972881355,0.6588745573727116,0.9725545390570021
22,0,EGP,0.9439870575642106,0.37137889862060547,100,23,77,0.5890477958961671,0.4743646424197053,0.6010195633981499,1.0344940667775984
23,0,EGP,0.9819103916375709,0.37137889862060547,100,24,18,0.7604089260034681,1.510673730391538,0.72422970927861,1.3475000000000001
24,0,EGP,0.8690440889737573,0.37137889862060547,100,25,39,0.9974700568156023,1.4904339273448453,0.7355582347631169,1.1407736473743766
25,0,EGP,0.9194795125708892,0.37137889862060547,100,26,12,0.889475953144142,0.9583403519328975,0.7853113459174631,1.2427221900906114
26,0,EGP,0.9527233983710348,0.37137889862060547,100,27,93,0.9254293098155388,0.7693870572689532,0.8446125273723503,0.838069161342663
27,0,EGP,0.8271601167868994,0.37137889862060547,100,28,9,0.9788766857326087,1.8473502826361479,0.6331969193064073,1.4304029304029304
28,0,EGP,0.8946370720876279,0.37137889862060547,100,29,87,0.9239758312837599,0.3545947661702642,0.8260629401679505,0.9186595897149381
29,0,EGP,0.9828922963622377,0.37137889862060547,100,30,42,0.714766871556156,0.9207833761919174,0.6882860779581796,0.9594564445796573
30,0,EGP,0.7988949857059326,0.37137889862060547,100,31,60,0.7795420661218917,0.1403265107824195,0.6782044643150019,1.6446886446886446
31,0,EGP,0.7945405717407119,0.37137889862060547,100,32,71,0.9510539008016654,0.21073344698966434,0.8009187578155592,1.5146520146520146
32,0,EGP,0.881896209707227,0.37137889862060547,100,33,12,0.789458749762015,0.20344911629502996,0.7853113459174631,1.36375
33,0,EGP,0.9380473736628081,0.37137889862060547,100,34,45,0.8568505164239043,1.193788877005121,0.7329452637495206,0.9562022518309792
34,0,EGP,0.8510957013681042,0.37137889862060547,100,36,40,0.7819803590320215,0.7864460283707765,0.6970735202300783,1.8509548206800186
35,0,EGP,0.8705024166557546,0.37137889862060547,100,37,78,0.972796959029157,2.0773527796495723,0.7138017923406661,1.1282991202346042
36,0,EGP,0.768365923240781,0.37137889862060547,100,38,81,0.8291574515326063,0.05116766690444626,0.7773488863264008,2.1084656084656084
37,0,EGP,0.8653711316121557,0.37137889862060547,100,39,26,0.9760736807782254,1.1291181627663294,0.7974758279327874,1.5824175824175823
38,0,EGP,1.0,0.37137889862060547,100,40,70,0.8293082091531836,1.3775759724652648,0.8930226239497583,1.2125225262981434
39,0,EGP,0.9116865904456382,0.37137889862060547,100,41,61,0.9292975589696794,0.4904418042787755,0.7993668836193369,0.7239225230706825
40,0,EGP,0.9473617355418746,0.37137889862060547,100,43,66,0.927944374126906,2.552833435197642,0.8226678452106553,0.8790914043837224
41,0,EGP,0.9061058730538284,0.37137889862060547,100,44,33,0.684558071362867,0.05229966763228649,0.8121000972715985,0.9912409370940027
42,0,EGP,0.8791489536538518,0.37137889862060547,100,45,7,0.9407359195952264,1.195361283001172,0.7013663643390686,1.207023970181865
43,0,EGP,0.7878702777179415,0.37137889862060547,100,46,70,0.9601150887740906,0.20547079917407712,0.8930226239497583,1.991305697873001
44,0,EGP,0.8794469790479909,0.37137889862060547,100,47,1,0.9513677651764555,1.593512668662622,0.7102617232724371,1.39010989010989
45,0,EGP,0.9613031293800764,0.37137889862060547,100,48,11,0.811861858042286,1.0581485116240836,0.821382748016046,1.4451172178233194
46,0,EGP,0.914132469568061,0.37137889862060547,100,49,92,0.8923953441855544,1.8309901290702362,0.7618696649150368,2.037037037037037
